;params;AIC;resid_sum
1554;(2, 0, 0, 1, 0, 2, 12);1563.1413235075142;3804271.0870912634
1555;(2, 0, 0, 1, 0, 3, 12);1563.1413235075142;3801579.337241331
1556;(2, 0, 0, 1, 1, 0, 12);1563.1413235075142;1097039.3734491174
1557;(2, 0, 0, 1, 1, 1, 12);1563.1413235075142;1116472.6895650611
1558;(2, 0, 0, 1, 1, 2, 12);1563.1413235075142;1064784.2315463098
1559;(2, 0, 0, 1, 1, 3, 12);1563.1413235075142;1137157.1233003242
1560;(2, 0, 0, 1, 2, 0, 12);1563.1413235075142;-2178387.0486821267
1561;(2, 0, 0, 1, 2, 1, 12);1563.1413235075142;752066.3350991365
1562;(2, 0, 0, 1, 2, 2, 12);1563.1413235075142;1149597.7522497158
1563;(2, 0, 0, 1, 2, 3, 12);1563.1413235075142;1133976.4007067762
1564;(2, 0, 0, 1, 3, 0, 12);1563.1413235075142;1069037.2765101697
1565;(2, 0, 0, 1, 3, 1, 12);1563.1413235075142;1262359.397923098
1566;(2, 0, 0, 1, 3, 2, 12);1563.1413235075142;1112933.6606545344
1567;(2, 0, 0, 1, 3, 3, 12);1563.1413235075142;1005086.0489941377
1568;(2, 0, 0, 2, 0, 0, 12);1563.1413235075142;3719498.8605817137
1569;(2, 0, 0, 2, 0, 1, 12);1563.1413235075142;3755375.6317686085
1570;(2, 0, 0, 2, 0, 2, 12);1563.1413235075142;3802535.0970569355
1571;(2, 0, 0, 2, 0, 3, 12);1563.1413235075142;3803619.7950762142
1572;(2, 0, 0, 2, 1, 0, 12);1563.1413235075142;1141136.171996287
1573;(2, 0, 0, 2, 1, 1, 12);1563.1413235075142;1311095.360692212
1574;(2, 0, 0, 2, 1, 2, 12);1563.1413235075142;1265768.7812838766
1575;(2, 0, 0, 2, 1, 3, 12);1563.1413235075142;1248618.5832129486
1576;(2, 0, 0, 2, 2, 0, 12);1563.1413235075142;373219.2179342505
1577;(2, 0, 0, 2, 2, 1, 12);1563.1413235075142;1507551.656594267
1578;(2, 0, 0, 2, 2, 2, 12);1563.1413235075142;1647223.5515194447
1579;(2, 0, 0, 2, 2, 3, 12);1563.1413235075142;1738377.4268242647
1580;(2, 0, 0, 2, 3, 0, 12);1563.1413235075142;419618.951876136
1581;(2, 0, 0, 2, 3, 1, 12);1563.1413235075142;775411.5278884254
1582;(2, 0, 0, 2, 3, 2, 12);1563.1413235075142;821864.1120254514
1583;(2, 0, 0, 2, 3, 3, 12);1563.1413235075142;1029281.3269687411
1584;(2, 0, 0, 3, 0, 0, 12);1563.1413235075142;3805886.9644945436
1585;(2, 0, 0, 3, 0, 1, 12);1563.1413235075142;3804492.2020471497
1586;(2, 0, 0, 3, 0, 2, 12);1563.1413235075142;3800646.09789707
1587;(2, 0, 0, 3, 0, 3, 12);1563.1413235075142;3800821.531059996
1588;(2, 0, 0, 3, 1, 0, 12);1563.1413235075142;1070838.9986275933
1589;(2, 0, 0, 3, 1, 1, 12);1563.1413235075142;1207150.6478443458
1590;(2, 0, 0, 3, 1, 2, 12);1563.1413235075142;1250489.3278819923
1591;(2, 0, 0, 3, 1, 3, 12);1563.1413235075142;1476761.9376402623
1592;(2, 0, 0, 3, 2, 0, 12);1563.1413235075142;787418.19182534
1593;(2, 0, 0, 3, 2, 1, 12);1563.1413235075142;1567827.6746274624
1594;(2, 0, 0, 3, 2, 2, 12);1563.1413235075142;1700537.360446658
1595;(2, 0, 0, 3, 2, 3, 12);1563.1413235075142;1740982.3589405492
1596;(2, 0, 0, 3, 3, 0, 12);1563.1413235075142;1255166.7476427339
1597;(2, 0, 0, 3, 3, 1, 12);1563.1413235075142;1083625.806651978
1598;(2, 0, 0, 3, 3, 2, 12);1563.1413235075142;926897.6305818597
1599;(2, 0, 0, 3, 3, 3, 12);1563.1413235075142;979672.020634053
1600;(2, 0, 1, 0, 0, 0, 12);1563.1413235075142;5072872.69818486
1601;(2, 0, 1, 0, 0, 1, 12);1563.1413235075142;4154162.059191744
1602;(2, 0, 1, 0, 0, 2, 12);1563.1413235075142;3869515.9982909593
1603;(2, 0, 1, 0, 0, 3, 12);1563.1413235075142;3810397.880825426
1604;(2, 0, 1, 0, 1, 0, 12);1563.1413235075142;855775.360437159
1605;(2, 0, 1, 0, 1, 1, 12);1563.1413235075142;1042711.4105329609
1606;(2, 0, 1, 0, 1, 2, 12);1563.1413235075142;1019435.6544257887
1607;(2, 0, 1, 0, 1, 3, 12);1563.1413235075142;940535.4937527918
1608;(2, 0, 1, 0, 2, 0, 12);1563.1413235075142;-1561666.6559460133
1609;(2, 0, 1, 0, 2, 1, 12);1563.1413235075142;-226783.7897596847
1610;(2, 0, 1, 0, 2, 2, 12);1563.1413235075142;577558.7733756843
1611;(2, 0, 1, 0, 2, 3, 12);1563.1413235075142;845912.1292372961
1612;(2, 0, 1, 0, 3, 0, 12);1563.1413235075142;577996.0980479731
1613;(2, 0, 1, 0, 3, 1, 12);1563.1413235075142;247822.1626939471
1614;(2, 0, 1, 0, 3, 2, 12);1563.1413235075142;402621.654833172
1615;(2, 0, 1, 0, 3, 3, 12);1563.1413235075142;617737.2529145456
1616;(2, 0, 1, 1, 0, 0, 12);1563.1413235075142;3768498.3201613994
1617;(2, 0, 1, 1, 0, 1, 12);1563.1413235075142;3777052.4962486518
1618;(2, 0, 1, 1, 0, 2, 12);1563.1413235075142;3831377.5501211523
1619;(2, 0, 1, 1, 0, 3, 12);1563.1413235075142;3829935.212833036
1620;(2, 0, 1, 1, 1, 0, 12);1563.1413235075142;1000852.4264813277
1621;(2, 0, 1, 1, 1, 1, 12);1563.1413235075142;1032558.151685802
1622;(2, 0, 1, 1, 1, 2, 12);1563.1413235075142;990192.3709142869
1623;(2, 0, 1, 1, 1, 3, 12);1563.1413235075142;1053375.711144894
1624;(2, 0, 1, 1, 2, 0, 12);1563.1413235075142;-2786808.959178225
1625;(2, 0, 1, 1, 2, 1, 12);1563.1413235075142;656365.6434083865
1626;(2, 0, 1, 1, 2, 2, 12);1563.1413235075142;980488.3008041296
1627;(2, 0, 1, 1, 2, 3, 12);1563.1413235075142;996047.006566037
1628;(2, 0, 1, 1, 3, 0, 12);1563.1413235075142;954535.2534501506
1629;(2, 0, 1, 1, 3, 1, 12);1563.1413235075142;1192796.3671645073
1630;(2, 0, 1, 1, 3, 2, 12);1563.1413235075142;1097699.3859732272
1631;(2, 0, 1, 1, 3, 3, 12);1563.1413235075142;1145172.9229997029
1632;(2, 0, 1, 2, 0, 0, 12);1563.1413235075142;3773726.9426856767
1633;(2, 0, 1, 2, 0, 1, 12);1563.1413235075142;3797838.360787106
1634;(2, 0, 1, 2, 0, 2, 12);1563.1413235075142;3829912.23236639
1635;(2, 0, 1, 2, 0, 3, 12);1563.1413235075142;3830939.3895885726
1636;(2, 0, 1, 2, 1, 0, 12);1563.1413235075142;1057289.0604039966
1637;(2, 0, 1, 2, 1, 1, 12);1563.1413235075142;1193953.218503068
1638;(2, 0, 1, 2, 1, 2, 12);1563.1413235075142;1158651.314346342
1639;(2, 0, 1, 2, 1, 3, 12);1563.1413235075142;1146596.8827712145
1640;(2, 0, 1, 2, 2, 0, 12);1563.1413235075142;150375.86430239643
1641;(2, 0, 1, 2, 2, 1, 12);1563.1413235075142;1658823.0703653796
1642;(2, 0, 1, 2, 2, 2, 12);1563.1413235075142;1813501.1926610523
1643;(2, 0, 1, 2, 2, 3, 12);1563.1413235075142;1905304.203142596
1644;(2, 0, 1, 2, 3, 0, 12);1563.1413235075142;-126983.78557501384
1645;(2, 0, 1, 2, 3, 1, 12);1563.1413235075142;978893.5103389211
1646;(2, 0, 1, 2, 3, 2, 12);1563.1413235075142;960854.8402072228
1647;(2, 0, 1, 2, 3, 3, 12);1563.1413235075142;1039554.8922330388
1648;(2, 0, 1, 3, 0, 0, 12);1563.1413235075142;3831252.062769169
1649;(2, 0, 1, 3, 0, 1, 12);1563.1413235075142;3829736.957702132
1650;(2, 0, 1, 3, 0, 2, 12);1563.1413235075142;3827384.5825356897
1651;(2, 0, 1, 3, 0, 3, 12);1563.1413235075142;3829030.956642502
1652;(2, 0, 1, 3, 1, 0, 12);1563.1413235075142;992662.4333016375
1653;(2, 0, 1, 3, 1, 1, 12);1563.1413235075142;1111425.3532583357
1654;(2, 0, 1, 3, 1, 2, 12);1563.1413235075142;1148488.7138864305
1655;(2, 0, 1, 3, 1, 3, 12);1563.1413235075142;1365953.724664507
1656;(2, 0, 1, 3, 2, 0, 12);1563.1413235075142;619576.4137091133
1657;(2, 0, 1, 3, 2, 1, 12);1563.1413235075142;1731776.8652370754
1658;(2, 0, 1, 3, 2, 2, 12);1563.1413235075142;1869073.5445584832
1659;(2, 0, 1, 3, 2, 3, 12);1563.1413235075142;1907043.3264979147
1660;(2, 0, 1, 3, 3, 0, 12);1563.1413235075142;1672704.1643203592
1661;(2, 0, 1, 3, 3, 1, 12);1563.1413235075142;1625734.906122556
1662;(2, 0, 1, 3, 3, 2, 12);1563.1413235075142;1373103.8089941246
1663;(2, 0, 1, 3, 3, 3, 12);1563.1413235075142;1015638.0431982975
1664;(2, 0, 2, 0, 0, 0, 12);1563.1413235075142;5644765.0115985125
1665;(2, 0, 2, 0, 0, 1, 12);1563.1413235075142;4396788.70642517
1666;(2, 0, 2, 0, 0, 2, 12);1563.1413235075142;3996404.362971925
1667;(2, 0, 2, 0, 0, 3, 12);1563.1413235075142;3913276.2506270567
1668;(2, 0, 2, 0, 1, 0, 12);1563.1413235075142;1198522.53491837
1669;(2, 0, 2, 0, 1, 1, 12);1563.1413235075142;1308227.5997877056
1670;(2, 0, 2, 0, 1, 2, 12);1563.1413235075142;1263615.4772459758
1671;(2, 0, 2, 0, 1, 3, 12);1563.1413235075142;1199639.4890226834
1672;(2, 0, 2, 0, 2, 0, 12);1563.1413235075142;-1251688.7365313708
1673;(2, 0, 2, 0, 2, 1, 12);1563.1413235075142;478037.40043657064
1674;(2, 0, 2, 0, 2, 2, 12);1563.1413235075142;1075498.5706755794
1675;(2, 0, 2, 0, 2, 3, 12);1563.1413235075142;1165288.3995335698
1676;(2, 0, 2, 0, 3, 0, 12);1563.1413235075142;1077222.7072675726
1677;(2, 0, 2, 0, 3, 1, 12);1563.1413235075142;509640.2197585362
1678;(2, 0, 2, 0, 3, 2, 12);1563.1413235075142;578778.9353969079
1679;(2, 0, 2, 0, 3, 3, 12);1563.1413235075142;715780.4633816853
1680;(2, 0, 2, 1, 0, 0, 12);1563.1413235075142;3865990.1841412857
1681;(2, 0, 2, 1, 0, 1, 12);1563.1413235075142;3871252.195922895
1682;(2, 0, 2, 1, 0, 2, 12);1563.1413235075142;3925660.9031926095
1683;(2, 0, 2, 1, 0, 3, 12);1563.1413235075142;3921833.776219042
1684;(2, 0, 2, 1, 1, 0, 12);1563.1413235075142;1273899.7045494998
1685;(2, 0, 2, 1, 1, 1, 12);1563.1413235075142;1287802.7797977726
1686;(2, 0, 2, 1, 1, 2, 12);1563.1413235075142;1237115.3155132679
1687;(2, 0, 2, 1, 1, 3, 12);1563.1413235075142;1305450.7479901086
1688;(2, 0, 2, 1, 2, 0, 12);1563.1413235075142;-679004.1357143589
1689;(2, 0, 2, 1, 2, 1, 12);1563.1413235075142;867172.7375586396
1690;(2, 0, 2, 1, 2, 2, 12);1563.1413235075142;1258211.4904643288
1691;(2, 0, 2, 1, 2, 3, 12);1563.1413235075142;1258333.8291216348
1692;(2, 0, 2, 1, 3, 0, 12);1563.1413235075142;1183841.5796564785
1693;(2, 0, 2, 1, 3, 1, 12);1563.1413235075142;1210130.6970161607
1694;(2, 0, 2, 1, 3, 2, 12);1563.1413235075142;719487.1783468015
1695;(2, 0, 2, 1, 3, 3, 12);1563.1413235075142;580977.5018102585
1696;(2, 0, 2, 2, 0, 0, 12);1563.1413235075142;3869705.7363529494
1697;(2, 0, 2, 2, 0, 1, 12);1563.1413235075142;3889497.1978841126
1698;(2, 0, 2, 2, 0, 2, 12);1563.1413235075142;3925088.4919278314
1699;(2, 0, 2, 2, 0, 3, 12);1563.1413235075142;3925945.208896385
1700;(2, 0, 2, 2, 1, 0, 12);1563.1413235075142;1301295.7605727634
1701;(2, 0, 2, 2, 1, 1, 12);1563.1413235075142;1428992.3040040038
1702;(2, 0, 2, 2, 1, 2, 12);1563.1413235075142;1421499.8047559648
1703;(2, 0, 2, 2, 1, 3, 12);1563.1413235075142;1405998.3164612185
1704;(2, 0, 2, 2, 2, 0, 12);1563.1413235075142;685092.3189539261
1705;(2, 0, 2, 2, 2, 1, 12);1563.1413235075142;1646533.5251851266
1706;(2, 0, 2, 2, 2, 2, 12);1563.1413235075142;1791290.3551034231
1707;(2, 0, 2, 2, 2, 3, 12);1563.1413235075142;1899038.8060419932
1708;(2, 0, 2, 2, 3, 0, 12);1563.1413235075142;62687.205509014195
1709;(2, 0, 2, 2, 3, 1, 12);1563.1413235075142;609007.4447304227
1710;(2, 0, 2, 2, 3, 2, 12);1563.1413235075142;771323.9167594865
1711;(2, 0, 2, 2, 3, 3, 12);1563.1413235075142;777733.6126466838
1712;(2, 0, 2, 3, 0, 0, 12);1563.1413235075142;3925481.347661257
1713;(2, 0, 2, 3, 0, 1, 12);1563.1413235075142;3923553.4409134425
1714;(2, 0, 2, 3, 0, 2, 12);1563.1413235075142;3918459.474220429
1715;(2, 0, 2, 3, 0, 3, 12);1563.1413235075142;3924092.5620601564
1716;(2, 0, 2, 3, 1, 0, 12);1563.1413235075142;1257737.4994521034
1717;(2, 0, 2, 3, 1, 1, 12);1563.1413235075142;1366776.9923668422
1718;(2, 0, 2, 3, 1, 2, 12);1563.1413235075142;1408263.325953092
1719;(2, 0, 2, 3, 1, 3, 12);1563.1413235075142;1563321.9457180868
1720;(2, 0, 2, 3, 2, 0, 12);1563.1413235075142;965515.1923728371
1721;(2, 0, 2, 3, 2, 1, 12);1563.1413235075142;1706905.2583460566
1722;(2, 0, 2, 3, 2, 2, 12);1563.1413235075142;1854737.788797366
1723;(2, 0, 2, 3, 2, 3, 12);1563.1413235075142;1903178.2831390556
1724;(2, 0, 2, 3, 3, 0, 12);1563.1413235075142;1962366.7010142417
1725;(2, 0, 2, 3, 3, 1, 12);1563.1413235075142;1940296.1021585246
1726;(2, 0, 2, 3, 3, 2, 12);1563.1413235075142;1256392.9028504388
1727;(2, 0, 2, 3, 3, 3, 12);1563.1413235075142;776669.3467924928
1728;(2, 0, 3, 0, 0, 0, 12);1563.1413235075142;5528440.616043283
1729;(2, 0, 3, 0, 0, 1, 12);1563.1413235075142;4413650.952491658
1730;(2, 0, 3, 0, 0, 2, 12);1563.1413235075142;4046143.0453154985
1731;(2, 0, 3, 0, 0, 3, 12);1563.1413235075142;3974185.0728675826
1732;(2, 0, 3, 0, 1, 0, 12);1563.1413235075142;624289.2325980479
1733;(2, 0, 3, 0, 1, 1, 12);1563.1413235075142;783246.3203699114
1734;(2, 0, 3, 0, 1, 2, 12);1563.1413235075142;745042.013907272
1735;(2, 0, 3, 0, 1, 3, 12);1563.1413235075142;685532.2123409004
1736;(2, 0, 3, 0, 2, 0, 12);1563.1413235075142;-1753363.5267224687
1737;(2, 0, 3, 0, 2, 1, 12);1563.1413235075142;-605262.0275180036
1738;(2, 0, 3, 0, 2, 2, 12);1563.1413235075142;-378975.2918716284
1739;(2, 0, 3, 0, 2, 3, 12);1563.1413235075142;-207846.51700855303
1740;(2, 0, 3, 0, 3, 0, 12);1563.1413235075142;-969259.0007207813
1741;(2, 0, 3, 0, 3, 1, 12);1563.1413235075142;-317640.7873941697
1742;(2, 0, 3, 0, 3, 2, 12);1563.1413235075142;369362.31769541465
1743;(2, 0, 3, 0, 3, 3, 12);1563.1413235075142;583526.8713863846
1744;(2, 0, 3, 1, 0, 0, 12);1563.1413235075142;3931203.558640788
1745;(2, 0, 3, 1, 0, 1, 12);1563.1413235075142;3938715.1499490687
1746;(2, 0, 3, 1, 0, 2, 12);1563.1413235075142;3986539.5395423616
1747;(2, 0, 3, 1, 0, 3, 12);1563.1413235075142;3984155.5947442027
1748;(2, 0, 3, 1, 1, 0, 12);1563.1413235075142;761986.7064076351
1749;(2, 0, 3, 1, 1, 1, 12);1563.1413235075142;770936.6179750364
1750;(2, 0, 3, 1, 1, 2, 12);1563.1413235075142;682451.3608160515
1751;(2, 0, 3, 1, 1, 3, 12);1563.1413235075142;770788.1316917997
1752;(2, 0, 3, 1, 2, 0, 12);1563.1413235075142;-2705687.193228339
1753;(2, 0, 3, 1, 2, 1, 12);1563.1413235075142;-395908.6030665162
1754;(2, 0, 3, 1, 2, 2, 12);1563.1413235075142;-248749.06393210997
1755;(2, 0, 3, 1, 2, 3, 12);1563.1413235075142;-194945.9988519511
1756;(2, 0, 3, 1, 3, 0, 12);1563.1413235075142;1040973.9623903516
1757;(2, 0, 3, 1, 3, 1, 12);1563.1413235075142;1104732.490427104
1758;(2, 0, 3, 1, 3, 2, 12);1563.1413235075142;973889.3823435376
1759;(2, 0, 3, 1, 3, 3, 12);1563.1413235075142;800708.2608748649
1760;(2, 0, 3, 2, 0, 0, 12);1563.1413235075142;3935439.7487175954
1761;(2, 0, 3, 2, 0, 1, 12);1563.1413235075142;3953318.6775045656
1762;(2, 0, 3, 2, 0, 2, 12);1563.1413235075142;3984092.0649685427
1763;(2, 0, 3, 2, 0, 3, 12);1563.1413235075142;3985533.7418962014
1764;(2, 0, 3, 2, 1, 0, 12);1563.1413235075142;785492.4176207384
1765;(2, 0, 3, 2, 1, 1, 12);1563.1413235075142;915373.4540609901
1766;(2, 0, 3, 2, 1, 2, 12);1563.1413235075142;910602.9565579456
1767;(2, 0, 3, 2, 1, 3, 12);1563.1413235075142;852646.9999112847
1768;(2, 0, 3, 2, 2, 0, 12);1563.1413235075142;-1078895.9665470275
1769;(2, 0, 3, 2, 2, 1, 12);1563.1413235075142;131819.2003148183
1770;(2, 0, 3, 2, 2, 2, 12);1563.1413235075142;359575.3415030256
1771;(2, 0, 3, 2, 2, 3, 12);1563.1413235075142;371260.0618859092
1772;(2, 0, 3, 2, 3, 0, 12);1563.1413235075142;-30085.361440141685
1773;(2, 0, 3, 2, 3, 1, 12);1563.1413235075142;659846.2717355893
1774;(2, 0, 3, 2, 3, 2, 12);1563.1413235075142;845100.1150292484
1775;(2, 0, 3, 2, 3, 3, 12);1563.1413235075142;829993.7164964194
1776;(2, 0, 3, 3, 0, 0, 12);1563.1413235075142;3985630.265554954
1777;(2, 0, 3, 3, 0, 1, 12);1563.1413235075142;3982181.649900888
1778;(2, 0, 3, 3, 0, 2, 12);1563.1413235075142;3983047.177770861
1779;(2, 0, 3, 3, 0, 3, 12);1563.1413235075142;3984662.8072501197
1780;(2, 0, 3, 3, 1, 0, 12);1563.1413235075142;739194.4421411275
1781;(2, 0, 3, 3, 1, 1, 12);1563.1413235075142;817308.9055804518
1782;(2, 0, 3, 3, 1, 2, 12);1563.1413235075142;834696.7448407534
1783;(2, 0, 3, 3, 1, 3, 12);1563.1413235075142;873397.6012474603
1784;(2, 0, 3, 3, 2, 0, 12);1563.1413235075142;-563955.0952953177
1785;(2, 0, 3, 3, 2, 1, 12);1563.1413235075142;274388.35170024587
1786;(2, 0, 3, 3, 2, 2, 12);1563.1413235075142;367515.4786163104
1787;(2, 0, 3, 3, 2, 3, 12);1563.1413235075142;385459.97825954086
1788;(2, 0, 3, 3, 3, 0, 12);1563.1413235075142;1792655.9880423604
1789;(2, 0, 3, 3, 3, 1, 12);1563.1413235075142;1838479.5418387763
1790;(2, 0, 3, 3, 3, 2, 12);1563.1413235075142;761852.4531884927
1791;(2, 0, 3, 3, 3, 3, 12);1563.1413235075142;785449.3810731701
1792;(2, 1, 0, 0, 0, 0, 12);1563.1413235075142;4250323.528383516
1793;(2, 1, 0, 0, 0, 1, 12);1563.1413235075142;2476453.8927978436
1794;(2, 1, 0, 0, 0, 2, 12);1563.1413235075142;1674951.7808080893
1795;(2, 1, 0, 0, 0, 3, 12);1563.1413235075142;1419305.3753331483
1796;(2, 1, 0, 0, 1, 0, 12);1563.1413235075142;-790482.2737420147
1797;(2, 1, 0, 0, 1, 1, 12);1563.1413235075142;-660009.4068818939
1798;(2, 1, 0, 0, 1, 2, 12);1563.1413235075142;-765267.6101115998
1799;(2, 1, 0, 0, 1, 3, 12);1563.1413235075142;-737226.691482007
1800;(2, 1, 0, 0, 2, 0, 12);1563.1413235075142;-1525282.3674437369
1801;(2, 1, 0, 0, 2, 1, 12);1563.1413235075142;-1971796.4225339775
1802;(2, 1, 0, 0, 2, 2, 12);1563.1413235075142;-2183984.6029645423
1803;(2, 1, 0, 0, 2, 3, 12);1563.1413235075142;-2265247.1504388056
1804;(2, 1, 0, 0, 3, 0, 12);1563.1413235075142;3018950.806979155
1805;(2, 1, 0, 0, 3, 1, 12);1563.1413235075142;343715.3799901549
1806;(2, 1, 0, 0, 3, 2, 12);1563.1413235075142;-1338126.7874366343
1807;(2, 1, 0, 0, 3, 3, 12);1563.1413235075142;-2301679.3503874913
1808;(2, 1, 0, 1, 0, 0, 12);1563.1413235075142;1132112.576984212
1809;(2, 1, 0, 1, 0, 1, 12);1563.1413235075142;1142255.0600158938
1810;(2, 1, 0, 1, 0, 2, 12);1563.1413235075142;1173085.7552635923
1811;(2, 1, 0, 1, 0, 3, 12);1563.1413235075142;1182951.1701637274
1812;(2, 1, 0, 1, 1, 0, 12);1563.1413235075142;-691265.3103593133
1813;(2, 1, 0, 1, 1, 1, 12);1563.1413235075142;-713418.6420979834
1814;(2, 1, 0, 1, 1, 2, 12);1563.1413235075142;-763041.3477405116
1815;(2, 1, 0, 1, 1, 3, 12);1563.1413235075142;-634117.8950685892
1816;(2, 1, 0, 1, 2, 0, 12);1563.1413235075142;-2229012.0095804995
1817;(2, 1, 0, 1, 2, 1, 12);1563.1413235075142;-2290339.261163068
1818;(2, 1, 0, 1, 2, 2, 12);1563.1413235075142;-2291952.4731743336
1819;(2, 1, 0, 1, 2, 3, 12);1563.1413235075142;-2293852.295027934
1820;(2, 1, 0, 1, 3, 0, 12);1563.1413235075142;-1606444.1140833432
1821;(2, 1, 0, 1, 3, 1, 12);1563.1413235075142;-2900234.9013973745
1822;(2, 1, 0, 1, 3, 2, 12);1563.1413235075142;-3376195.116019827
1823;(2, 1, 0, 1, 3, 3, 12);1563.1413235075142;-3486233.7725812383
1824;(2, 1, 0, 2, 0, 0, 12);1563.1413235075142;1140274.1215122084
1825;(2, 1, 0, 2, 0, 1, 12);1563.1413235075142;1103650.8968063113
1826;(2, 1, 0, 2, 0, 2, 12);1563.1413235075142;1180725.3062238588
1827;(2, 1, 0, 2, 0, 3, 12);1563.1413235075142;1179112.474827819
1828;(2, 1, 0, 2, 1, 0, 12);1563.1413235075142;-729085.2209553574
1829;(2, 1, 0, 2, 1, 1, 12);1563.1413235075142;-732831.8787548153
1830;(2, 1, 0, 2, 1, 2, 12);1563.1413235075142;-680382.2206102356
1831;(2, 1, 0, 2, 1, 3, 12);1563.1413235075142;-579673.5383357094
1832;(2, 1, 0, 2, 2, 0, 12);1563.1413235075142;-2288695.3552596285
1833;(2, 1, 0, 2, 2, 1, 12);1563.1413235075142;-2158202.9138277974
1834;(2, 1, 0, 2, 2, 2, 12);1563.1413235075142;-2137201.878530808
1835;(2, 1, 0, 2, 2, 3, 12);1563.1413235075142;-2120322.9757924266
1836;(2, 1, 0, 2, 3, 0, 12);1563.1413235075142;-3555554.1845859224
1837;(2, 1, 0, 2, 3, 1, 12);1563.1413235075142;-3405888.5572252483
1838;(2, 1, 0, 2, 3, 2, 12);1563.1413235075142;-3326899.1418540548
1839;(2, 1, 0, 2, 3, 3, 12);1563.1413235075142;-3268104.072573159
1840;(2, 1, 0, 3, 0, 0, 12);1563.1413235075142;1182404.4661111399
1841;(2, 1, 0, 3, 0, 1, 12);1563.1413235075142;1183018.4323870777
1842;(2, 1, 0, 3, 0, 2, 12);1563.1413235075142;1182803.8314134367
1843;(2, 1, 0, 3, 0, 3, 12);1563.1413235075142;1182866.7933594123
1844;(2, 1, 0, 3, 1, 0, 12);1563.1413235075142;-769991.980262735
1845;(2, 1, 0, 3, 1, 1, 12);1563.1413235075142;-731979.6803858902
1846;(2, 1, 0, 3, 1, 2, 12);1563.1413235075142;-708182.2022369108
1847;(2, 1, 0, 3, 1, 3, 12);1563.1413235075142;-539508.6588319566
1848;(2, 1, 0, 3, 2, 0, 12);1563.1413235075142;-2214750.7524933713
1849;(2, 1, 0, 3, 2, 1, 12);1563.1413235075142;-2150870.055560132
1850;(2, 1, 0, 3, 2, 2, 12);1563.1413235075142;-2126270.9091247376
1851;(2, 1, 0, 3, 2, 3, 12);1563.1413235075142;-2136135.933438072
1852;(2, 1, 0, 3, 3, 0, 12);1563.1413235075142;-2730918.3916337844
1853;(2, 1, 0, 3, 3, 1, 12);1563.1413235075142;-3021053400.6767435
1854;(2, 1, 0, 3, 3, 2, 12);1563.1413235075142;-3132704.728571224
1855;(2, 1, 0, 3, 3, 3, 12);1563.1413235075142;-3100986.8423815044
1856;(2, 1, 1, 0, 0, 0, 12);1563.1413235075142;4536062.735372533
1857;(2, 1, 1, 0, 0, 1, 12);1563.1413235075142;2535670.4905502265
1858;(2, 1, 1, 0, 0, 2, 12);1563.1413235075142;1793453.918313423
1859;(2, 1, 1, 0, 0, 3, 12);1563.1413235075142;1572037.6871456048
1860;(2, 1, 1, 0, 1, 0, 12);1563.1413235075142;-809285.3846835276
1861;(2, 1, 1, 0, 1, 1, 12);1563.1413235075142;-676421.0617593908
1862;(2, 1, 1, 0, 1, 2, 12);1563.1413235075142;-779283.1013759184
1863;(2, 1, 1, 0, 1, 3, 12);1563.1413235075142;-754588.2294602836
1864;(2, 1, 1, 0, 2, 0, 12);1563.1413235075142;-1518472.4966993555
1865;(2, 1, 1, 0, 2, 1, 12);1563.1413235075142;-2028375.0321667222
1866;(2, 1, 1, 0, 2, 2, 12);1563.1413235075142;-2214001.85421552
1867;(2, 1, 1, 0, 2, 3, 12);1563.1413235075142;-2275801.023331264
1868;(2, 1, 1, 0, 3, 0, 12);1563.1413235075142;3197997.8383767507
1869;(2, 1, 1, 0, 3, 1, 12);1563.1413235075142;415786.72199492063
1870;(2, 1, 1, 0, 3, 2, 12);1563.1413235075142;-1444307.1662063766
1871;(2, 1, 1, 0, 3, 3, 12);1563.1413235075142;-2543782.9664933877
1872;(2, 1, 1, 1, 0, 0, 12);1563.1413235075142;1367926.104708814
1873;(2, 1, 1, 1, 0, 1, 12);1563.1413235075142;1377826.4142757894
1874;(2, 1, 1, 1, 0, 2, 12);1563.1413235075142;1386723.0845021775
1875;(2, 1, 1, 1, 0, 3, 12);1563.1413235075142;1390206.8900838108
1876;(2, 1, 1, 1, 1, 0, 12);1563.1413235075142;-708448.0651370954
1877;(2, 1, 1, 1, 1, 1, 12);1563.1413235075142;-728669.5098570792
1878;(2, 1, 1, 1, 1, 2, 12);1563.1413235075142;-776768.8479896601
1879;(2, 1, 1, 1, 1, 3, 12);1563.1413235075142;-658350.3776867876
1880;(2, 1, 1, 1, 2, 0, 12);1563.1413235075142;-2093087.3795532254
1881;(2, 1, 1, 1, 2, 1, 12);1563.1413235075142;-2308156.8507286087
1882;(2, 1, 1, 1, 2, 2, 12);1563.1413235075142;-2297721.2537525604
1883;(2, 1, 1, 1, 2, 3, 12);1563.1413235075142;-2295034.7030332135
1884;(2, 1, 1, 1, 3, 0, 12);1563.1413235075142;-1736126.7782962779
1885;(2, 1, 1, 1, 3, 1, 12);1563.1413235075142;-3167929.571331612
1886;(2, 1, 1, 1, 3, 2, 12);1563.1413235075142;-3593109.039982243
1887;(2, 1, 1, 1, 3, 3, 12);1563.1413235075142;-3635432.239507978
1888;(2, 1, 1, 2, 0, 0, 12);1563.1413235075142;2016732.5944193094
