;params;AIC;resid_sum
757;(0, 2, 3, 3, 1, 1, 12);1563.1413235075142;-2014044.4365562038
758;(0, 2, 3, 3, 1, 2, 12);1563.1413235075142;-2016152.9156138974
759;(0, 2, 3, 3, 1, 3, 12);1563.1413235075142;-2015107.2736855445
760;(0, 2, 3, 3, 2, 0, 12);1563.1413235075142;-2912653.4915042985
761;(0, 2, 3, 3, 2, 1, 12);1563.1413235075142;-2911684.0353576858
762;(0, 2, 3, 3, 2, 2, 12);1563.1413235075142;-2913827.2858774434
763;(0, 2, 3, 3, 2, 3, 12);1563.1413235075142;-2912789.4184941496
764;(0, 2, 3, 3, 3, 0, 12);1563.1413235075142;1051739.8472534544
765;(0, 2, 3, 3, 3, 1, 12);1563.1413235075142;1023642.2808679543
766;(0, 2, 3, 3, 3, 2, 12);1563.1413235075142;1115659.4499292
767;(0, 2, 3, 3, 3, 3, 12);1563.1413235075142;1051325.1936496957
768;(1, 0, 0, 0, 0, 0, 12);1563.1413235075142;5339223.149571147
769;(1, 0, 0, 0, 0, 1, 12);1563.1413235075142;4902076.608603646
770;(1, 0, 0, 0, 0, 2, 12);1563.1413235075142;4635527.095239352
771;(1, 0, 0, 0, 0, 3, 12);1563.1413235075142;4531680.549233679
772;(1, 0, 0, 0, 1, 0, 12);1563.1413235075142;1153408.0002508073
773;(1, 0, 0, 0, 1, 1, 12);1563.1413235075142;1323761.3096163354
774;(1, 0, 0, 0, 1, 2, 12);1563.1413235075142;1183424.070240512
775;(1, 0, 0, 0, 1, 3, 12);1563.1413235075142;1082055.959112451
776;(1, 0, 0, 0, 2, 0, 12);1563.1413235075142;-1330056.615123617
777;(1, 0, 0, 0, 2, 1, 12);1563.1413235075142;114037.21095164004
778;(1, 0, 0, 0, 2, 2, 12);1563.1413235075142;728211.7472364162
779;(1, 0, 0, 0, 2, 3, 12);1563.1413235075142;791506.4919035945
780;(1, 0, 0, 0, 3, 0, 12);1563.1413235075142;482611.2530982699
781;(1, 0, 0, 0, 3, 1, 12);1563.1413235075142;231155.83261227235
782;(1, 0, 0, 0, 3, 2, 12);1563.1413235075142;378947.1022411608
783;(1, 0, 0, 0, 3, 3, 12);1563.1413235075142;568017.8603791986
784;(1, 0, 0, 1, 0, 0, 12);1563.1413235075142;4455310.265346952
785;(1, 0, 0, 1, 0, 1, 12);1563.1413235075142;4452319.8727985835
786;(1, 0, 0, 1, 0, 2, 12);1563.1413235075142;4469139.367279189
787;(1, 0, 0, 1, 0, 3, 12);1563.1413235075142;4469008.150858964
788;(1, 0, 0, 1, 1, 0, 12);1563.1413235075142;1288843.2033698629
789;(1, 0, 0, 1, 1, 1, 12);1563.1413235075142;1276359.7426424932
790;(1, 0, 0, 1, 1, 2, 12);1563.1413235075142;1121766.68851899
791;(1, 0, 0, 1, 1, 3, 12);1563.1413235075142;1220346.9428513045
792;(1, 0, 0, 1, 2, 0, 12);1563.1413235075142;-2379571.0851041577
793;(1, 0, 0, 1, 2, 1, 12);1563.1413235075142;453180.1989891968
794;(1, 0, 0, 1, 2, 2, 12);1563.1413235075142;830590.3485491391
795;(1, 0, 0, 1, 2, 3, 12);1563.1413235075142;837080.9982385368
796;(1, 0, 0, 1, 3, 0, 12);1563.1413235075142;958574.8113725586
797;(1, 0, 0, 1, 3, 1, 12);1563.1413235075142;1190320.2664457026
798;(1, 0, 0, 1, 3, 2, 12);1563.1413235075142;1130636.4835197488
799;(1, 0, 0, 1, 3, 3, 12);1563.1413235075142;1042552.4762295969
800;(1, 0, 0, 2, 0, 0, 12);1563.1413235075142;4452444.867551222
801;(1, 0, 0, 2, 0, 1, 12);1563.1413235075142;4457059.793535205
802;(1, 0, 0, 2, 0, 2, 12);1563.1413235075142;4464509.703899342
803;(1, 0, 0, 2, 0, 3, 12);1563.1413235075142;4469488.348645156
804;(1, 0, 0, 2, 1, 0, 12);1563.1413235075142;1248597.2778596017
805;(1, 0, 0, 2, 1, 1, 12);1563.1413235075142;1181495.9514399345
806;(1, 0, 0, 2, 1, 2, 12);1563.1413235075142;1402066.0309915761
807;(1, 0, 0, 2, 1, 3, 12);1563.1413235075142;1351521.2929077893
808;(1, 0, 0, 2, 2, 0, 12);1563.1413235075142;-186730.98920056515
809;(1, 0, 0, 2, 2, 1, 12);1563.1413235075142;1304013.6033488507
810;(1, 0, 0, 2, 2, 2, 12);1563.1413235075142;1461567.990581269
811;(1, 0, 0, 2, 2, 3, 12);1563.1413235075142;1573320.1507102065
812;(1, 0, 0, 2, 3, 0, 12);1563.1413235075142;766948.0150751851
813;(1, 0, 0, 2, 3, 1, 12);1563.1413235075142;982551.8920475715
814;(1, 0, 0, 2, 3, 2, 12);1563.1413235075142;933485.2761971927
815;(1, 0, 0, 2, 3, 3, 12);1563.1413235075142;935623.0393946061
816;(1, 0, 0, 3, 0, 0, 12);1563.1413235075142;4468918.463123353
817;(1, 0, 0, 3, 0, 1, 12);1563.1413235075142;4463800.206743691
818;(1, 0, 0, 3, 0, 2, 12);1563.1413235075142;4478177.20073411
819;(1, 0, 0, 3, 0, 3, 12);1563.1413235075142;4468989.604293291
820;(1, 0, 0, 3, 1, 0, 12);1563.1413235075142;1149566.9842871753
821;(1, 0, 0, 3, 1, 1, 12);1563.1413235075142;1295227.8828252512
822;(1, 0, 0, 3, 1, 2, 12);1563.1413235075142;1353910.294073125
823;(1, 0, 0, 3, 1, 3, 12);1563.1413235075142;1407165.199996082
824;(1, 0, 0, 3, 2, 0, 12);1563.1413235075142;370131.8140806882
825;(1, 0, 0, 3, 2, 1, 12);1563.1413235075142;1373396.1507749502
826;(1, 0, 0, 3, 2, 2, 12);1563.1413235075142;1521874.0399073975
827;(1, 0, 0, 3, 2, 3, 12);1563.1413235075142;1558638.7105462116
828;(1, 0, 0, 3, 3, 0, 12);1563.1413235075142;1333480.5091433974
829;(1, 0, 0, 3, 3, 1, 12);;
830;(1, 0, 0, 3, 3, 2, 12);1563.1413235075142;1064354.1846974997
831;(1, 0, 0, 3, 3, 3, 12);1563.1413235075142;950190.7376040795
832;(1, 0, 1, 0, 0, 0, 12);1563.1413235075142;6140738.4029572075
833;(1, 0, 1, 0, 0, 1, 12);1563.1413235075142;4655144.649648927
834;(1, 0, 1, 0, 0, 2, 12);1563.1413235075142;4159717.3554834602
835;(1, 0, 1, 0, 0, 3, 12);1563.1413235075142;4048686.359006306
836;(1, 0, 1, 0, 1, 0, 12);1563.1413235075142;916464.5174453374
837;(1, 0, 1, 0, 1, 1, 12);1563.1413235075142;1103340.0585911064
838;(1, 0, 1, 0, 1, 2, 12);1563.1413235075142;1070835.7233902267
839;(1, 0, 1, 0, 1, 3, 12);1563.1413235075142;995973.8680053686
840;(1, 0, 1, 0, 2, 0, 12);1563.1413235075142;-1566814.1118204384
841;(1, 0, 1, 0, 2, 1, 12);1563.1413235075142;-189520.76505769347
842;(1, 0, 1, 0, 2, 2, 12);1563.1413235075142;743360.9012771184
843;(1, 0, 1, 0, 2, 3, 12);1563.1413235075142;1006838.1969327561
844;(1, 0, 1, 0, 3, 0, 12);1563.1413235075142;-114466.54980592802
845;(1, 0, 1, 0, 3, 1, 12);1563.1413235075142;164097.97164786793
846;(1, 0, 1, 0, 3, 2, 12);1563.1413235075142;455837.4072176195
847;(1, 0, 1, 0, 3, 3, 12);1563.1413235075142;659387.4611182478
848;(1, 0, 1, 1, 0, 0, 12);1563.1413235075142;3996625.5137481703
849;(1, 0, 1, 1, 0, 1, 12);1563.1413235075142;4001275.6041569784
850;(1, 0, 1, 1, 0, 2, 12);1563.1413235075142;4063774.2627694663
851;(1, 0, 1, 1, 0, 3, 12);1563.1413235075142;4061616.986192318
852;(1, 0, 1, 1, 1, 0, 12);1563.1413235075142;1061529.187937433
853;(1, 0, 1, 1, 1, 1, 12);1563.1413235075142;1088559.8421310657
854;(1, 0, 1, 1, 1, 2, 12);1563.1413235075142;1046855.9360479573
855;(1, 0, 1, 1, 1, 3, 12);1563.1413235075142;1107007.2132494273
856;(1, 0, 1, 1, 2, 0, 12);1563.1413235075142;-2205636.936209709
857;(1, 0, 1, 1, 2, 1, 12);1563.1413235075142;778587.708201987
858;(1, 0, 1, 1, 2, 2, 12);1563.1413235075142;1202413.167843238
859;(1, 0, 1, 1, 2, 3, 12);1563.1413235075142;1200122.8412215472
860;(1, 0, 1, 1, 3, 0, 12);1563.1413235075142;1162969.980926305
861;(1, 0, 1, 1, 3, 1, 12);1563.1413235075142;1291892.63645672
862;(1, 0, 1, 1, 3, 2, 12);1563.1413235075142;1090087.9829166117
863;(1, 0, 1, 1, 3, 3, 12);1563.1413235075142;988691.5753584825
864;(1, 0, 1, 2, 0, 0, 12);1563.1413235075142;3998994.753286012
865;(1, 0, 1, 2, 0, 1, 12);1563.1413235075142;4023572.802564391
866;(1, 0, 1, 2, 0, 2, 12);1563.1413235075142;4061415.495117396
867;(1, 0, 1, 2, 0, 3, 12);1563.1413235075142;4062992.8587595588
868;(1, 0, 1, 2, 1, 0, 12);1563.1413235075142;1111521.6487646943
869;(1, 0, 1, 2, 1, 1, 12);1563.1413235075142;1253971.7314306526
870;(1, 0, 1, 2, 1, 2, 12);1563.1413235075142;1218878.859271463
871;(1, 0, 1, 2, 1, 3, 12);1563.1413235075142;1202818.0121405222
872;(1, 0, 1, 2, 2, 0, 12);1563.1413235075142;534278.6309070418
873;(1, 0, 1, 2, 2, 1, 12);1563.1413235075142;1615152.4577035073
874;(1, 0, 1, 2, 2, 2, 12);1563.1413235075142;1763247.8573286904
875;(1, 0, 1, 2, 2, 3, 12);1563.1413235075142;1853105.5946900952
876;(1, 0, 1, 2, 3, 0, 12);1563.1413235075142;-484661.37169387424
877;(1, 0, 1, 2, 3, 1, 12);1563.1413235075142;866461.3561116075
878;(1, 0, 1, 2, 3, 2, 12);1563.1413235075142;946531.4243286718
879;(1, 0, 1, 2, 3, 3, 12);1563.1413235075142;992837.8393072432
880;(1, 0, 1, 3, 0, 0, 12);1563.1413235075142;4064699.930437721
881;(1, 0, 1, 3, 0, 1, 12);1563.1413235075142;4063069.4332024893
882;(1, 0, 1, 3, 0, 2, 12);1563.1413235075142;4058546.8335398063
883;(1, 0, 1, 3, 0, 3, 12);1563.1413235075142;4062663.634451363
884;(1, 0, 1, 3, 1, 0, 12);1563.1413235075142;1052270.673819091
885;(1, 0, 1, 3, 1, 1, 12);1563.1413235075142;1167870.8872866551
886;(1, 0, 1, 3, 1, 2, 12);1563.1413235075142;1206273.3698931113
887;(1, 0, 1, 3, 1, 3, 12);1563.1413235075142;1408101.5530302457
888;(1, 0, 1, 3, 2, 0, 12);1563.1413235075142;933194.215446789
889;(1, 0, 1, 3, 2, 1, 12);1563.1413235075142;1681331.7632196809
890;(1, 0, 1, 3, 2, 2, 12);1563.1413235075142;1816086.7993675757
891;(1, 0, 1, 3, 2, 3, 12);1563.1413235075142;1856975.8694380275
892;(1, 0, 1, 3, 3, 0, 12);1563.1413235075142;1410061.4417168032
893;(1, 0, 1, 3, 3, 1, 12);1563.1413235075142;1141635.111033904
894;(1, 0, 1, 3, 3, 2, 12);1563.1413235075142;899205.8690950468
895;(1, 0, 1, 3, 3, 3, 12);1563.1413235075142;934939.8920911988
896;(1, 0, 2, 0, 0, 0, 12);1563.1413235075142;5736220.577257192
897;(1, 0, 2, 0, 0, 1, 12);1563.1413235075142;4579948.500181035
898;(1, 0, 2, 0, 0, 2, 12);1563.1413235075142;4200110.733090254
899;(1, 0, 2, 0, 0, 3, 12);1563.1413235075142;4120399.179994764
900;(1, 0, 2, 0, 1, 0, 12);1563.1413235075142;825358.9803167839
901;(1, 0, 2, 0, 1, 1, 12);1563.1413235075142;1039261.9188063319
902;(1, 0, 2, 0, 1, 2, 12);1563.1413235075142;1016892.0107418075
903;(1, 0, 2, 0, 1, 3, 12);1563.1413235075142;956157.8799286645
904;(1, 0, 2, 0, 2, 0, 12);1563.1413235075142;-1476127.7047552974
905;(1, 0, 2, 0, 2, 1, 12);1563.1413235075142;-290607.0140844572
906;(1, 0, 2, 0, 2, 2, 12);1563.1413235075142;425239.8327794045
907;(1, 0, 2, 0, 2, 3, 12);1563.1413235075142;647804.6570819633
908;(1, 0, 2, 0, 3, 0, 12);1563.1413235075142;760838.0417277082
909;(1, 0, 2, 0, 3, 1, 12);1563.1413235075142;404444.78464736836
910;(1, 0, 2, 0, 3, 2, 12);1563.1413235075142;509284.5554663595
911;(1, 0, 2, 0, 3, 3, 12);1563.1413235075142;630262.0247529009
912;(1, 0, 2, 1, 0, 0, 12);1563.1413235075142;4081260.3398471912
913;(1, 0, 2, 1, 0, 1, 12);1563.1413235075142;4085116.623688265
914;(1, 0, 2, 1, 0, 2, 12);1563.1413235075142;4140982.586408477
915;(1, 0, 2, 1, 0, 3, 12);1563.1413235075142;4139158.792462184
916;(1, 0, 2, 1, 1, 0, 12);1563.1413235075142;997312.6030247761
917;(1, 0, 2, 1, 1, 1, 12);1563.1413235075142;1028762.9049514361
918;(1, 0, 2, 1, 1, 2, 12);1563.1413235075142;997931.3786444548
919;(1, 0, 2, 1, 1, 3, 12);1563.1413235075142;1040782.2042188175
920;(1, 0, 2, 1, 2, 0, 12);1563.1413235075142;-1953286.1156132072
921;(1, 0, 2, 1, 2, 1, 12);1563.1413235075142;565863.3154719479
922;(1, 0, 2, 1, 2, 2, 12);1563.1413235075142;876315.1750877774
923;(1, 0, 2, 1, 2, 3, 12);1563.1413235075142;875747.716996769
924;(1, 0, 2, 1, 3, 0, 12);1563.1413235075142;1171797.1941877478
925;(1, 0, 2, 1, 3, 1, 12);1563.1413235075142;1199928.224677883
926;(1, 0, 2, 1, 3, 2, 12);1563.1413235075142;1157282.760564468
927;(1, 0, 2, 1, 3, 3, 12);1563.1413235075142;970610.3181198367
928;(1, 0, 2, 2, 0, 0, 12);1563.1413235075142;4083704.9447104656
929;(1, 0, 2, 2, 0, 1, 12);1563.1413235075142;4104435.8488975912
930;(1, 0, 2, 2, 0, 2, 12);1563.1413235075142;4140066.2646688675
931;(1, 0, 2, 2, 0, 3, 12);1563.1413235075142;4139769.2224250245
932;(1, 0, 2, 2, 1, 0, 12);1563.1413235075142;1051332.7388319331
933;(1, 0, 2, 2, 1, 1, 12);1563.1413235075142;1159878.8014630368
934;(1, 0, 2, 2, 1, 2, 12);1563.1413235075142;1126159.2594380763
935;(1, 0, 2, 2, 1, 3, 12);1563.1413235075142;1114242.1470441667
936;(1, 0, 2, 2, 2, 0, 12);1563.1413235075142;182338.7609355359
937;(1, 0, 2, 2, 2, 1, 12);1563.1413235075142;1312400.3810031898
938;(1, 0, 2, 2, 2, 2, 12);1563.1413235075142;1495557.9535104465
939;(1, 0, 2, 2, 2, 3, 12);1563.1413235075142;1546496.0845725036
940;(1, 0, 2, 2, 3, 0, 12);1563.1413235075142;118218427.0
941;(1, 0, 2, 2, 3, 1, 12);1563.1413235075142;236016.65507404716
942;(1, 0, 2, 2, 3, 2, 12);1563.1413235075142;859047.2745164444
943;(1, 0, 2, 2, 3, 3, 12);1563.1413235075142;932471.3013905822
944;(1, 0, 2, 3, 0, 0, 12);1563.1413235075142;4141534.2390263667
945;(1, 0, 2, 3, 0, 1, 12);1563.1413235075142;4139811.4269660157
946;(1, 0, 2, 3, 0, 2, 12);1563.1413235075142;4136396.8712069406
947;(1, 0, 2, 3, 0, 3, 12);1563.1413235075142;4142161.5348313046
948;(1, 0, 2, 3, 1, 0, 12);1563.1413235075142;1001404.8131861591
949;(1, 0, 2, 3, 1, 1, 12);1563.1413235075142;1087972.0260037314
950;(1, 0, 2, 3, 1, 2, 12);1563.1413235075142;1128061.4937573122
951;(1, 0, 2, 3, 1, 3, 12);1563.1413235075142;1278592.7751580845
952;(1, 0, 2, 3, 2, 0, 12);1563.1413235075142;671854.2538944816
953;(1, 0, 2, 3, 2, 1, 12);1563.1413235075142;1412521.310503487
954;(1, 0, 2, 3, 2, 2, 12);1563.1413235075142;1526677.488830462
955;(1, 0, 2, 3, 2, 3, 12);1563.1413235075142;1547250.6054051158
956;(1, 0, 2, 3, 3, 0, 12);1563.1413235075142;1138572.3149107539
957;(1, 0, 2, 3, 3, 1, 12);1563.1413235075142;713131.9022093823
958;(1, 0, 2, 3, 3, 2, 12);1563.1413235075142;832045.7204637611
959;(1, 0, 2, 3, 3, 3, 12);1563.1413235075142;888982.9852204821
960;(1, 0, 3, 0, 0, 0, 12);1563.1413235075142;5743584.236034019
961;(1, 0, 3, 0, 0, 1, 12);1563.1413235075142;4565465.624728631
962;(1, 0, 3, 0, 0, 2, 12);1563.1413235075142;4179194.5507580633
963;(1, 0, 3, 0, 0, 3, 12);1563.1413235075142;4094932.2173121087
964;(1, 0, 3, 0, 1, 0, 12);1563.1413235075142;712572.2789606142
965;(1, 0, 3, 0, 1, 1, 12);1563.1413235075142;905167.8639893493
966;(1, 0, 3, 0, 1, 2, 12);1563.1413235075142;853879.0050745062
967;(1, 0, 3, 0, 1, 3, 12);1563.1413235075142;772523.8055236044
968;(1, 0, 3, 0, 2, 0, 12);1563.1413235075142;-1726080.0192053046
969;(1, 0, 3, 0, 2, 1, 12);1563.1413235075142;-462535.5513127304
970;(1, 0, 3, 0, 2, 2, 12);1563.1413235075142;-44868.26873058698
971;(1, 0, 3, 0, 2, 3, 12);1563.1413235075142;154472.5720426495
972;(1, 0, 3, 0, 3, 0, 12);1563.1413235075142;-2760993.106842643
973;(1, 0, 3, 0, 3, 1, 12);1563.1413235075142;1050640.2597576994
974;(1, 0, 3, 0, 3, 2, 12);1563.1413235075142;816711.7347411597
975;(1, 0, 3, 0, 3, 3, 12);1563.1413235075142;757723.1419559726
976;(1, 0, 3, 1, 0, 0, 12);1563.1413235075142;4049730.068715413
977;(1, 0, 3, 1, 0, 1, 12);1563.1413235075142;4055656.4649430737
978;(1, 0, 3, 1, 0, 2, 12);1563.1413235075142;4114490.413021251
979;(1, 0, 3, 1, 0, 3, 12);1563.1413235075142;4112419.274958536
980;(1, 0, 3, 1, 1, 0, 12);1563.1413235075142;874692.4627281623
981;(1, 0, 3, 1, 1, 1, 12);1563.1413235075142;888932.3073616729
982;(1, 0, 3, 1, 1, 2, 12);1563.1413235075142;809155.9421777528
983;(1, 0, 3, 1, 1, 3, 12);1563.1413235075142;867594.439059539
984;(1, 0, 3, 1, 2, 0, 12);1563.1413235075142;-2894634.183103348
985;(1, 0, 3, 1, 2, 1, 12);1563.1413235075142;-12269.43655949086
986;(1, 0, 3, 1, 2, 2, 12);1563.1413235075142;289553.44554266846
987;(1, 0, 3, 1, 2, 3, 12);1563.1413235075142;342469.33057400596
988;(1, 0, 3, 1, 3, 0, 12);1563.1413235075142;2239409.041138971
989;(1, 0, 3, 1, 3, 1, 12);1563.1413235075142;1158026.6634326945
990;(1, 0, 3, 1, 3, 2, 12);1563.1413235075142;845748.2332216329
991;(1, 0, 3, 1, 3, 3, 12);1563.1413235075142;745356.3001204547
992;(1, 0, 3, 2, 0, 0, 12);1563.1413235075142;4052858.2533589927
993;(1, 0, 3, 2, 0, 1, 12);1563.1413235075142;4078821.980601841
994;(1, 0, 3, 2, 0, 2, 12);1563.1413235075142;4113709.688274792
995;(1, 0, 3, 2, 0, 3, 12);1563.1413235075142;4113516.0760628306
996;(1, 0, 3, 2, 1, 0, 12);1563.1413235075142;905544.2526650904
997;(1, 0, 3, 2, 1, 1, 12);1563.1413235075142;1034807.0466099598
998;(1, 0, 3, 2, 1, 2, 12);1563.1413235075142;992199.8625025442
999;(1, 0, 3, 2, 1, 3, 12);1563.1413235075142;958088.193843899
1000;(1, 0, 3, 2, 2, 0, 12);1563.1413235075142;-889654.8695934988
1001;(1, 0, 3, 2, 2, 1, 12);1563.1413235075142;849861.2934386679
1002;(1, 0, 3, 2, 2, 2, 12);1563.1413235075142;1074721.7466265045
1003;(1, 0, 3, 2, 2, 3, 12);1563.1413235075142;1108964.086554769
1004;(1, 0, 3, 2, 3, 0, 12);1563.1413235075142;-3045522.164970766
1005;(1, 0, 3, 2, 3, 1, 12);1563.1413235075142;744773.8849155826
1006;(1, 0, 3, 2, 3, 2, 12);1563.1413235075142;798532.574054104
1007;(1, 0, 3, 2, 3, 3, 12);1563.1413235075142;716980.852723198
1008;(1, 0, 3, 3, 0, 0, 12);1563.1413235075142;4115287.208595805
1009;(1, 0, 3, 3, 0, 1, 12);1563.1413235075142;4114576.1358240815
1010;(1, 0, 3, 3, 0, 2, 12);1563.1413235075142;4108762.303254202
1011;(1, 0, 3, 3, 0, 3, 12);1563.1413235075142;4112626.623845191
1012;(1, 0, 3, 3, 1, 0, 12);1563.1413235075142;831035.6809076784
1013;(1, 0, 3, 3, 1, 1, 12);1563.1413235075142;923094.5981413291
1014;(1, 0, 3, 3, 1, 2, 12);1563.1413235075142;966078.6813322024
1015;(1, 0, 3, 3, 1, 3, 12);1563.1413235075142;1036071.9502746083
1016;(1, 0, 3, 3, 2, 0, 12);1563.1413235075142;148366.2095760099
1017;(1, 0, 3, 3, 2, 1, 12);1563.1413235075142;976941.5053530424
1018;(1, 0, 3, 3, 2, 2, 12);1563.1413235075142;1099601.8329723533
1019;(1, 0, 3, 3, 2, 3, 12);1563.1413235075142;1122653.4118977038
1020;(1, 0, 3, 3, 3, 0, 12);1563.1413235075142;1893922.7672710535
1021;(1, 0, 3, 3, 3, 1, 12);1563.1413235075142;-241538346.19430047
1022;(1, 0, 3, 3, 3, 2, 12);1563.1413235075142;624873.1724617069
1023;(1, 0, 3, 3, 3, 3, 12);1563.1413235075142;698421.3111220475
1024;(1, 1, 0, 0, 0, 0, 12);1563.1413235075142;4400734.489598849
1025;(1, 1, 0, 0, 0, 1, 12);1563.1413235075142;2607960.423506694
1026;(1, 1, 0, 0, 0, 2, 12);1563.1413235075142;1778351.424834943
1027;(1, 1, 0, 0, 0, 3, 12);1563.1413235075142;1498178.318111726
1028;(1, 1, 0, 0, 1, 0, 12);1563.1413235075142;-785959.8871208981
1029;(1, 1, 0, 0, 1, 1, 12);1563.1413235075142;-654727.8807390354
1030;(1, 1, 0, 0, 1, 2, 12);1563.1413235075142;-762047.1796044722
1031;(1, 1, 0, 0, 1, 3, 12);1563.1413235075142;-731954.5158278943
1032;(1, 1, 0, 0, 2, 0, 12);1563.1413235075142;-1597347.8130326108
1033;(1, 1, 0, 0, 2, 1, 12);1563.1413235075142;-1966881.417421931
1034;(1, 1, 0, 0, 2, 2, 12);1563.1413235075142;-2082380.477673004
1035;(1, 1, 0, 0, 2, 3, 12);1563.1413235075142;-2097297.2542633917
1036;(1, 1, 0, 0, 3, 0, 12);1563.1413235075142;2607989.967715198
1037;(1, 1, 0, 0, 3, 1, 12);1563.1413235075142;294443.84082978684
1038;(1, 1, 0, 0, 3, 2, 12);1563.1413235075142;-1204653.220258594
1039;(1, 1, 0, 0, 3, 3, 12);1563.1413235075142;-2096331.6884456945
1040;(1, 1, 0, 1, 0, 0, 12);1563.1413235075142;1180764.4642236892
1041;(1, 1, 0, 1, 0, 1, 12);1563.1413235075142;1188271.0052994716
1042;(1, 1, 0, 1, 0, 2, 12);1563.1413235075142;1219698.2181315576
1043;(1, 1, 0, 1, 0, 3, 12);1563.1413235075142;1230153.1963988794
1044;(1, 1, 0, 1, 1, 0, 12);1563.1413235075142;-685781.4892571466
1045;(1, 1, 0, 1, 1, 1, 12);1563.1413235075142;-709197.9842043157
1046;(1, 1, 0, 1, 1, 2, 12);1563.1413235075142;-759734.7114548587
1047;(1, 1, 0, 1, 1, 3, 12);1563.1413235075142;-621533.624448579
1048;(1, 1, 0, 1, 2, 0, 12);1563.1413235075142;-2241537.716715191
1049;(1, 1, 0, 1, 2, 1, 12);1563.1413235075142;-2186901.6361103263
1050;(1, 1, 0, 1, 2, 2, 12);1563.1413235075142;-2128377.1214601845
1051;(1, 1, 0, 1, 2, 3, 12);1563.1413235075142;-2106186.4216321083
1052;(1, 1, 0, 1, 3, 0, 12);1563.1413235075142;-1396545.0810696078
1053;(1, 1, 0, 1, 3, 1, 12);1563.1413235075142;-2702425.820150963
1054;(1, 1, 0, 1, 3, 2, 12);1563.1413235075142;-3241626.6557059493
1055;(1, 1, 0, 1, 3, 3, 12);1563.1413235075142;-3403046.732547771
1056;(1, 1, 0, 2, 0, 0, 12);1563.1413235075142;1186656.0609121923
1057;(1, 1, 0, 2, 0, 1, 12);1563.1413235075142;1144921.4730725924
1058;(1, 1, 0, 2, 0, 2, 12);1563.1413235075142;1228127.6894223315
1059;(1, 1, 0, 2, 0, 3, 12);1563.1413235075142;1226419.281549738
1060;(1, 1, 0, 2, 1, 0, 12);1563.1413235075142;-725756.6941555814
1061;(1, 1, 0, 2, 1, 1, 12);1563.1413235075142;-729461.3013122035
1062;(1, 1, 0, 2, 1, 2, 12);1563.1413235075142;-668723.1358611592
1063;(1, 1, 0, 2, 1, 3, 12);1563.1413235075142;-560938.5522527633
1064;(1, 1, 0, 2, 2, 0, 12);1563.1413235075142;-1974590.3923061753
1065;(1, 1, 0, 2, 2, 1, 12);1563.1413235075142;-1907924.487281198
1066;(1, 1, 0, 2, 2, 2, 12);1563.1413235075142;-1865215.3545464054
1067;(1, 1, 0, 2, 2, 3, 12);1563.1413235075142;-1850375.233536608
1068;(1, 1, 0, 2, 3, 0, 12);1563.1413235075142;-3382746.181804128
1069;(1, 1, 0, 2, 3, 1, 12);1563.1413235075142;-3279564.055804164
1070;(1, 1, 0, 2, 3, 2, 12);1563.1413235075142;-3210456.5686236327
1071;(1, 1, 0, 2, 3, 3, 12);1563.1413235075142;-3154766.1411448335
1072;(1, 1, 0, 3, 0, 0, 12);1563.1413235075142;1230401.4675030925
1073;(1, 1, 0, 3, 0, 1, 12);1563.1413235075142;1230449.6142688738
1074;(1, 1, 0, 3, 0, 2, 12);1563.1413235075142;1230728.160062437
1075;(1, 1, 0, 3, 0, 3, 12);1563.1413235075142;1230601.9603772273
1076;(1, 1, 0, 3, 1, 0, 12);1563.1413235075142;-764831.9857840858
1077;(1, 1, 0, 3, 1, 1, 12);1563.1413235075142;-720782.0780687272
1078;(1, 1, 0, 3, 1, 2, 12);1563.1413235075142;-694889.3851400607
1079;(1, 1, 0, 3, 1, 3, 12);1563.1413235075142;-537476.2433430238
1080;(1, 1, 0, 3, 2, 0, 12);1563.1413235075142;-1943506.3382262427
1081;(1, 1, 0, 3, 2, 1, 12);1563.1413235075142;-1890325.1592894676
1082;(1, 1, 0, 3, 2, 2, 12);1563.1413235075142;-1854742.1016496383
1083;(1, 1, 0, 3, 2, 3, 12);1563.1413235075142;-1849920.8616110068
1084;(1, 1, 0, 3, 3, 0, 12);1563.1413235075142;-3191937.633416095
1085;(1, 1, 0, 3, 3, 1, 12);1563.1413235075142;-2666026.350111475
1086;(1, 1, 0, 3, 3, 2, 12);1563.1413235075142;-2994467.305136412
1087;(1, 1, 0, 3, 3, 3, 12);1563.1413235075142;-2859258.6821137555
1088;(1, 1, 1, 0, 0, 0, 12);1563.1413235075142;4101837.4776317715
1089;(1, 1, 1, 0, 0, 1, 12);1563.1413235075142;2315470.843303534
1090;(1, 1, 1, 0, 0, 2, 12);1563.1413235075142;1487995.8741105692
1091;(1, 1, 1, 0, 0, 3, 12);1563.1413235075142;1218692.3760388321
1092;(1, 1, 1, 0, 1, 0, 12);1563.1413235075142;-809838.9068571985
1093;(1, 1, 1, 0, 1, 1, 12);1563.1413235075142;-676639.2142718666
1094;(1, 1, 1, 0, 1, 2, 12);1563.1413235075142;-777665.0974311399
1095;(1, 1, 1, 0, 1, 3, 12);1563.1413235075142;-754435.3615648901
1096;(1, 1, 1, 0, 2, 0, 12);1563.1413235075142;-1573976.8549624276
1097;(1, 1, 1, 0, 2, 1, 12);1563.1413235075142;-1945775.6883938084
1098;(1, 1, 1, 0, 2, 2, 12);1563.1413235075142;-2120439.5631383187
