;params;AIC
2744;(3, 1, 2, 3, 2, 0, 12);904.4837286172033
2745;(3, 1, 2, 3, 2, 1, 12);906.2001468504542
2746;(3, 1, 2, 3, 2, 2, 12);908.093232109304
2747;(3, 1, 2, 3, 2, 3, 12);910.0751752964003
2748;(3, 1, 2, 3, 3, 0, 12);576.8595119645728
2749;(3, 1, 2, 3, 3, 1, 12);578.8737978409026
2750;(3, 1, 2, 3, 3, 2, 12);580.9964900822924
2751;(3, 1, 2, 3, 3, 3, 12);583.139433349464
2752;(3, 1, 3, 0, 0, 0, 12);1574.271487589567
2753;(3, 1, 3, 0, 0, 1, 12);1566.9024562673546
2754;(3, 1, 3, 0, 0, 2, 12);1567.3112532640203
2755;(3, 1, 3, 0, 0, 3, 12);1571.0354231313581
2756;(3, 1, 3, 0, 1, 0, 12);1221.463205287371
2757;(3, 1, 3, 0, 1, 1, 12);1223.0677006430824
2758;(3, 1, 3, 0, 1, 2, 12);1224.783299283728
2759;(3, 1, 3, 0, 1, 3, 12);1226.7343531875513
2760;(3, 1, 3, 0, 2, 0, 12);910.2575272913692
2761;(3, 1, 3, 0, 2, 1, 12);906.1297591998924
2762;(3, 1, 3, 0, 2, 2, 12);906.5931315929032
2763;(3, 1, 3, 0, 2, 3, 12);908.3420447865872
2764;(3, 1, 3, 0, 3, 0, 12);598.2400117221157
2765;(3, 1, 3, 0, 3, 1, 12);585.9986097922949
2766;(3, 1, 3, 0, 3, 2, 12);582.3561448032582
2767;(3, 1, 3, 0, 3, 3, 12);581.7011560571104
2768;(3, 1, 3, 1, 0, 0, 12);1563.970273486455
2769;(3, 1, 3, 1, 0, 1, 12);1568.6240705679036
2770;(3, 1, 3, 1, 0, 2, 12);1570.5138257025826
2771;(3, 1, 3, 1, 0, 3, 12);1572.5024579456951
2772;(3, 1, 3, 1, 1, 0, 12);1223.0211568747652
2773;(3, 1, 3, 1, 1, 1, 12);1224.9978394379991
2774;(3, 1, 3, 1, 1, 2, 12);1226.7761786250355
2775;(3, 1, 3, 1, 1, 3, 12);1228.6357970414101
2776;(3, 1, 3, 1, 2, 0, 12);906.4519629299489
2777;(3, 1, 3, 1, 2, 1, 12);906.8873599454881
2778;(3, 1, 3, 1, 2, 2, 12);908.4431708651626
2779;(3, 1, 3, 1, 2, 3, 12);910.341606594653
2780;(3, 1, 3, 1, 3, 0, 12);579.1260059452892
2781;(3, 1, 3, 1, 3, 1, 12);578.9696748245628
2782;(3, 1, 3, 1, 3, 2, 12);579.8784544617662
2783;(3, 1, 3, 1, 3, 3, 12);581.7439699293841
2784;(3, 1, 3, 2, 0, 0, 12);1573.6937821470883
2785;(3, 1, 3, 2, 0, 1, 12);1570.5735414716873
2786;(3, 1, 3, 2, 0, 2, 12);1572.5047028295066
2787;(3, 1, 3, 2, 0, 3, 12);1574.5072751721402
2788;(3, 1, 3, 2, 1, 0, 12);1224.7771797095675
2789;(3, 1, 3, 2, 1, 1, 12);1226.7774511523555
2790;(3, 1, 3, 2, 1, 2, 12);1228.6524838064663
2791;(3, 1, 3, 2, 1, 3, 12);1230.5591690739927
2792;(3, 1, 3, 2, 2, 0, 12);906.0669566998371
2793;(3, 1, 3, 2, 2, 1, 12);907.6231253167151
2794;(3, 1, 3, 2, 2, 2, 12);909.5012626724571
2795;(3, 1, 3, 2, 2, 3, 12);911.4608744565306
2796;(3, 1, 3, 2, 3, 0, 12);577.927639536349
2797;(3, 1, 3, 2, 3, 1, 12);579.8921843929901
2798;(3, 1, 3, 2, 3, 2, 12);581.8497352412779
2799;(3, 1, 3, 2, 3, 3, 12);583.6763775440587
2800;(3, 1, 3, 3, 0, 0, 12);1570.5010961650314
2801;(3, 1, 3, 3, 0, 1, 12);1572.5010691395207
2802;(3, 1, 3, 3, 0, 2, 12);1574.5011804272833
2803;(3, 1, 3, 3, 0, 3, 12);1576.501491475649
2804;(3, 1, 3, 3, 1, 0, 12);1226.776163553868
2805;(3, 1, 3, 3, 1, 1, 12);1228.699467490067
2806;(3, 1, 3, 3, 1, 2, 12);1230.6585854972066
2807;(3, 1, 3, 3, 1, 3, 12);1232.5081866503656
2808;(3, 1, 3, 3, 2, 0, 12);907.8126021452451
2809;(3, 1, 3, 3, 2, 1, 12);909.5673795204111
2810;(3, 1, 3, 3, 2, 2, 12);911.4871200912937
2811;(3, 1, 3, 3, 2, 3, 12);913.4638742356046
2812;(3, 1, 3, 3, 3, 0, 12);579.9605734603663
2813;(3, 1, 3, 3, 3, 1, 12);581.8669320852235
2814;(3, 1, 3, 3, 3, 2, 12);583.7860611098405
2815;(3, 1, 3, 3, 3, 3, 12);585.6931350774768
2816;(3, 2, 0, 0, 0, 0, 12);1567.1482426904242
2817;(3, 2, 0, 0, 0, 1, 12);1553.3434825748543
2818;(3, 2, 0, 0, 0, 2, 12);1552.2583493589739
2819;(3, 2, 0, 0, 0, 3, 12);1553.117528070347
2820;(3, 2, 0, 0, 1, 0, 12);1192.82264984995
2821;(3, 2, 0, 0, 1, 1, 12);1194.3981476839294
2822;(3, 2, 0, 0, 1, 2, 12);1196.2191796508987
2823;(3, 2, 0, 0, 1, 3, 12);1198.088397436655
2824;(3, 2, 0, 0, 2, 0, 12);882.6355103116427
2825;(3, 2, 0, 0, 2, 1, 12);873.6219429902953
2826;(3, 2, 0, 0, 2, 2, 12);873.392986075803
2827;(3, 2, 0, 0, 2, 3, 12);875.3249830218152
2828;(3, 2, 0, 0, 3, 0, 12);577.3934375089815
2829;(3, 2, 0, 0, 3, 1, 12);557.3415347189384
2830;(3, 2, 0, 0, 3, 2, 12);551.4502786203894
2831;(3, 2, 0, 0, 3, 3, 12);549.9548788106761
2832;(3, 2, 0, 1, 0, 0, 12);1620.4020614504486
2833;(3, 2, 0, 1, 0, 1, 12);1550.5984750372497
2834;(3, 2, 0, 1, 0, 2, 12);1552.598454809858
2835;(3, 2, 0, 1, 0, 3, 12);1554.591471988562
2836;(3, 2, 0, 1, 1, 0, 12);1194.3552343946085
2837;(3, 2, 0, 1, 1, 1, 12);1196.320922279377
2838;(3, 2, 0, 1, 1, 2, 12);1198.1862060830638
2839;(3, 2, 0, 1, 1, 3, 12);1199.9847172133043
2840;(3, 2, 0, 1, 2, 0, 12);875.3417294461394
2841;(3, 2, 0, 1, 2, 1, 12);874.0466837190468
2842;(3, 2, 0, 1, 2, 2, 12);875.3595259488694
2843;(3, 2, 0, 1, 2, 3, 12);877.3171622665647
2844;(3, 2, 0, 1, 3, 0, 12);547.6257373588452
2845;(3, 2, 0, 1, 3, 1, 12);546.1734288975953
2846;(3, 2, 0, 1, 3, 2, 12);547.3054365805236
2847;(3, 2, 0, 1, 3, 3, 12);549.1772489856398
2848;(3, 2, 0, 2, 0, 0, 12);1550.5984748581463
2849;(3, 2, 0, 2, 0, 1, 12);1552.5982245254027
2850;(3, 2, 0, 2, 0, 2, 12);1554.5977400065128
2851;(3, 2, 0, 2, 0, 3, 12);1556.5926924895427
2852;(3, 2, 0, 2, 1, 0, 12);1196.282383930349
2853;(3, 2, 0, 2, 1, 1, 12);1198.2424849167917
2854;(3, 2, 0, 2, 1, 2, 12);1199.961983038486
2855;(3, 2, 0, 2, 1, 3, 12);1201.913430139753
2856;(3, 2, 0, 2, 2, 0, 12);874.3931754634912
2857;(3, 2, 0, 2, 2, 1, 12);874.8436082847185
2858;(3, 2, 0, 2, 2, 2, 12);876.800549347048
2859;(3, 2, 0, 2, 2, 3, 12);878.7677067794278
2860;(3, 2, 0, 2, 3, 0, 12);545.647254206449
2861;(3, 2, 0, 2, 3, 1, 12);547.2518009581768
2862;(3, 2, 0, 2, 3, 2, 12);549.1880923726517
2863;(3, 2, 0, 2, 3, 3, 12);551.1754401267078
2864;(3, 2, 0, 3, 0, 0, 12);1552.5984495181779
2865;(3, 2, 0, 3, 0, 1, 12);1554.5977072416242
2866;(3, 2, 0, 3, 0, 2, 12);1556.5977370668274
2867;(3, 2, 0, 3, 0, 3, 12);1558.5927095256854
2868;(3, 2, 0, 3, 1, 0, 12);1198.0625127420979
2869;(3, 2, 0, 3, 1, 1, 12);1199.984230839175
2870;(3, 2, 0, 3, 1, 2, 12);1201.919877551117
2871;(3, 2, 0, 3, 1, 3, 12);1203.906587336461
2872;(3, 2, 0, 3, 2, 0, 12);875.1646660717286
2873;(3, 2, 0, 3, 2, 1, 12);876.818523316781
2874;(3, 2, 0, 3, 2, 2, 12);878.7906841596807
2875;(3, 2, 0, 3, 2, 3, 12);880.7521842597007
2876;(3, 2, 0, 3, 3, 0, 12);547.2109603021202
2877;(3, 2, 0, 3, 3, 1, 12);549.1687705959865
2878;(3, 2, 0, 3, 3, 2, 12);551.1625694427033
2879;(3, 2, 0, 3, 3, 3, 12);553.1760633697502
2880;(3, 2, 1, 0, 0, 0, 12);1555.3976017063146
2881;(3, 2, 1, 0, 0, 1, 12);1549.0001613136324
2882;(3, 2, 1, 0, 0, 2, 12);1549.7949622496187
2883;(3, 2, 1, 0, 0, 3, 12);1551.0770068453846
2884;(3, 2, 1, 0, 1, 0, 12);1189.954686107475
2885;(3, 2, 1, 0, 1, 1, 12);1190.7887171105122
2886;(3, 2, 1, 0, 1, 2, 12);1192.4888243598484
2887;(3, 2, 1, 0, 1, 3, 12);1194.2475104688103
2888;(3, 2, 1, 0, 2, 0, 12);883.5234343420392
2889;(3, 2, 1, 0, 2, 1, 12);874.6781863996238
2890;(3, 2, 1, 0, 2, 2, 12);874.1202532064813
2891;(3, 2, 1, 0, 2, 3, 12);875.8605534634264
2892;(3, 2, 1, 0, 3, 0, 12);573.6546142977436
2893;(3, 2, 1, 0, 3, 1, 12);557.1565237778693
2894;(3, 2, 1, 0, 3, 2, 12);552.179674642767
2895;(3, 2, 1, 0, 3, 3, 12);551.0062489575687
2896;(3, 2, 1, 1, 0, 0, 12);1621.3696761542294
2897;(3, 2, 1, 1, 0, 1, 12);1548.9547083676457
2898;(3, 2, 1, 1, 0, 2, 12);1550.9461984838308
2899;(3, 2, 1, 1, 0, 3, 12);1552.895436560109
2900;(3, 2, 1, 1, 1, 0, 12);1190.6742320130672
2901;(3, 2, 1, 1, 1, 1, 12);1192.6688531914265
2902;(3, 2, 1, 1, 1, 2, 12);1194.4262315249707
2903;(3, 2, 1, 1, 1, 3, 12);1195.9330236721605
2904;(3, 2, 1, 1, 2, 0, 12);874.5781204678519
2905;(3, 2, 1, 1, 2, 1, 12);874.3655703296475
2906;(3, 2, 1, 1, 2, 2, 12);875.9314064427857
2907;(3, 2, 1, 1, 2, 3, 12);877.8565280165595
2908;(3, 2, 1, 1, 3, 0, 12);548.529638886795
2909;(3, 2, 1, 1, 3, 1, 12);547.2281386906769
2910;(3, 2, 1, 1, 3, 2, 12);548.2676428935721
2911;(3, 2, 1, 1, 3, 3, 12);550.0932251815755
2912;(3, 2, 1, 2, 0, 0, 12);1548.9547667883785
2913;(3, 2, 1, 2, 0, 1, 12);1550.9545143244002
2914;(3, 2, 1, 2, 0, 2, 12);1552.9204179950489
2915;(3, 2, 1, 2, 0, 3, 12);1554.8950908291015
2916;(3, 2, 1, 2, 1, 0, 12);1192.6617169971455
2917;(3, 2, 1, 2, 1, 1, 12);1194.5869899486363
2918;(3, 2, 1, 2, 1, 2, 12);1195.961448940644
2919;(3, 2, 1, 2, 1, 3, 12);1197.7878140845037
2920;(3, 2, 1, 2, 2, 0, 12);874.1419723133132
2921;(3, 2, 1, 2, 2, 1, 12);875.5686462319917
2922;(3, 2, 1, 2, 2, 2, 12);877.5569548878187
2923;(3, 2, 1, 2, 2, 3, 12);879.5130886856657
2924;(3, 2, 1, 2, 3, 0, 12);546.4922273925222
2925;(3, 2, 1, 2, 3, 1, 12);548.1756053958629
2926;(3, 2, 1, 2, 3, 2, 12);550.1066466824758
2927;(3, 2, 1, 2, 3, 3, 12);552.0873396297404
2928;(3, 2, 1, 3, 0, 0, 12);1550.9435660308814
2929;(3, 2, 1, 3, 0, 1, 12);1552.9175688835267
2930;(3, 2, 1, 3, 0, 2, 12);1554.9074330197072
2931;(3, 2, 1, 3, 0, 3, 12);1556.895092540251
2932;(3, 2, 1, 3, 1, 0, 12);1193.950421930632
2933;(3, 2, 1, 3, 1, 1, 12);1195.828888187287
2934;(3, 2, 1, 3, 1, 2, 12);1197.7954904511985
2935;(3, 2, 1, 3, 1, 3, 12);1199.7872357984156
2936;(3, 2, 1, 3, 2, 0, 12);875.7540251541602
2937;(3, 2, 1, 3, 2, 1, 12);877.5640734015069
2938;(3, 2, 1, 3, 2, 2, 12);879.5686347743051
2939;(3, 2, 1, 3, 2, 3, 12);881.5130643693633
2940;(3, 2, 1, 3, 3, 0, 12);548.0679173953154
2941;(3, 2, 1, 3, 3, 1, 12);550.0430690198041
2942;(3, 2, 1, 3, 3, 2, 12);552.0415915400615
2943;(3, 2, 1, 3, 3, 3, 12);554.0994006733879
2944;(3, 2, 2, 0, 0, 0, 12);1552.9788039670188
2945;(3, 2, 2, 0, 0, 1, 12);1543.808172472803
2946;(3, 2, 2, 0, 0, 2, 12);1544.4504571524612
2947;(3, 2, 2, 0, 0, 3, 12);1545.653153972988
2948;(3, 2, 2, 0, 1, 0, 12);1191.5477191270288
2949;(3, 2, 2, 0, 1, 1, 12);1192.6131422292945
2950;(3, 2, 2, 0, 1, 2, 12);1194.3811319225256
2951;(3, 2, 2, 0, 1, 3, 12);1196.2178030623465
2952;(3, 2, 2, 0, 2, 0, 12);885.0877641394085
2953;(3, 2, 2, 0, 2, 1, 12);877.1197330234784
2954;(3, 2, 2, 0, 2, 2, 12);876.8086662176125
2955;(3, 2, 2, 0, 2, 3, 12);878.5933050973169
2956;(3, 2, 2, 0, 3, 0, 12);576.6604895783818
2957;(3, 2, 2, 0, 3, 1, 12);559.0006635775218
2958;(3, 2, 2, 0, 3, 2, 12);553.6252578409512
2959;(3, 2, 2, 0, 3, 3, 12);551.5155802467564
2960;(3, 2, 2, 1, 0, 0, 12);1616.9382452268355
2961;(3, 2, 2, 1, 0, 1, 12);1542.5606621244503
2962;(3, 2, 2, 1, 0, 2, 12);1544.543166906426
2963;(3, 2, 2, 1, 0, 3, 12);1546.4264699176501
2964;(3, 2, 2, 1, 1, 0, 12);1192.5213570166568
2965;(3, 2, 2, 1, 1, 1, 12);1194.512030606524
2966;(3, 2, 2, 1, 1, 2, 12);1196.3386635207576
2967;(3, 2, 2, 1, 1, 3, 12);1197.989980856964
2968;(3, 2, 2, 1, 2, 0, 12);877.1330742836883
2969;(3, 2, 2, 1, 2, 1, 12);877.0630900823493
2970;(3, 2, 2, 1, 2, 2, 12);878.6553161187849
2971;(3, 2, 2, 1, 2, 3, 12);880.5869252683079
2972;(3, 2, 2, 1, 3, 0, 12);548.3847349451494
2973;(3, 2, 2, 1, 3, 1, 12);16.0
2974;(3, 2, 2, 1, 3, 2, 12);548.7711797489854
2975;(3, 2, 2, 1, 3, 3, 12);550.593400761679
2976;(3, 2, 2, 2, 0, 0, 12);1542.5606794430078
2977;(3, 2, 2, 2, 0, 1, 12);1544.5451049252017
2978;(3, 2, 2, 2, 0, 2, 12);1546.5501089375493
2979;(3, 2, 2, 2, 0, 3, 12);1548.5264195111836
2980;(3, 2, 2, 2, 1, 0, 12);1194.5012571554237
2981;(3, 2, 2, 2, 1, 1, 12);1196.4474188248876
2982;(3, 2, 2, 2, 1, 2, 12);1198.0141542071467
2983;(3, 2, 2, 2, 1, 3, 12);1199.8845721333232
2984;(3, 2, 2, 2, 2, 0, 12);876.8905192632222
2985;(3, 2, 2, 2, 2, 1, 12);878.337130917315
2986;(3, 2, 2, 2, 2, 2, 12);880.3322757007826
2987;(3, 2, 2, 2, 2, 3, 12);882.2935843302395
2988;(3, 2, 2, 2, 3, 0, 12);546.969989917979
2989;(3, 2, 2, 2, 3, 1, 12);548.6613384882374
2990;(3, 2, 2, 2, 3, 2, 12);550.5997845396528
2991;(3, 2, 2, 2, 3, 3, 12);552.5851343784295
2992;(3, 2, 2, 3, 0, 0, 12);1544.5377168667821
2993;(3, 2, 2, 3, 0, 1, 12);1546.541414795854
2994;(3, 2, 2, 3, 0, 2, 12);1548.5243894988466
2995;(3, 2, 2, 3, 0, 3, 12);1550.4492224962326
2996;(3, 2, 2, 3, 1, 0, 12);1196.0278998579442
2997;(3, 2, 2, 3, 1, 1, 12);1197.9262030787208
2998;(3, 2, 2, 3, 1, 2, 12);1199.8931543929207
2999;(3, 2, 2, 3, 1, 3, 12);1201.8845642632843
3000;(3, 2, 2, 3, 2, 0, 12);878.5097196412146
3001;(3, 2, 2, 3, 2, 1, 12);880.335151307185
3002;(3, 2, 2, 3, 2, 2, 12);882.3369164280404
3003;(3, 2, 2, 3, 2, 3, 12);884.2934291472045
3004;(3, 2, 2, 3, 3, 0, 12);548.6021811612301
3005;(3, 2, 2, 3, 3, 1, 12);550.5616479005068
3006;(3, 2, 2, 3, 3, 2, 12);552.6450981069986
3007;(3, 2, 2, 3, 3, 3, 12);554.5995380148211
3008;(3, 2, 3, 0, 0, 0, 12);1549.8574457854168
3009;(3, 2, 3, 0, 0, 1, 12);1540.9605580968428
3010;(3, 2, 3, 0, 0, 2, 12);1541.095244903708
3011;(3, 2, 3, 0, 0, 3, 12);1541.9805444702272
3012;(3, 2, 3, 0, 1, 0, 12);1192.6672711607948
3013;(3, 2, 3, 0, 1, 1, 12);1194.082495596496
3014;(3, 2, 3, 0, 1, 2, 12);1195.8724803008322
3015;(3, 2, 3, 0, 1, 3, 12);1197.7972813237407
3016;(3, 2, 3, 0, 2, 0, 12);882.6586537051788
3017;(3, 2, 3, 0, 2, 1, 12);878.0103945620854
3018;(3, 2, 3, 0, 2, 2, 12);878.1916360262226
3019;(3, 2, 3, 0, 2, 3, 12);880.0827899211234
3020;(3, 2, 3, 0, 3, 0, 12);628.059876992931
3021;(3, 2, 3, 0, 3, 1, 12);565.1122063004225
3022;(3, 2, 3, 0, 3, 2, 12);546.7625759169704
3023;(3, 2, 3, 0, 3, 3, 12);541.5761689789936
3024;(3, 2, 3, 1, 0, 0, 12);1610.6373857427338
3025;(3, 2, 3, 1, 0, 1, 12);1539.6386363489728
3026;(3, 2, 3, 1, 0, 2, 12);1541.623485609009
3027;(3, 2, 3, 1, 0, 3, 12);1543.5679971665586
3028;(3, 2, 3, 1, 1, 0, 12);1194.0141418459036
3029;(3, 2, 3, 1, 1, 1, 12);1195.9834278176406
3030;(3, 2, 3, 1, 1, 2, 12);1197.8522557787098
3031;(3, 2, 3, 1, 1, 3, 12);1199.649061231339
3032;(3, 2, 3, 1, 2, 0, 12);878.3290374411652
3033;(3, 2, 3, 1, 2, 1, 12);878.4819667049536
3034;(3, 2, 3, 1, 2, 2, 12);880.1184607344996
3035;(3, 2, 3, 1, 2, 3, 12);882.0665276991706
3036;(3, 2, 3, 1, 3, 0, 12);544.3432442153944
3037;(3, 2, 3, 1, 3, 1, 12);535.7212860750462
3038;(3, 2, 3, 1, 3, 2, 12);535.1882804424124
3039;(3, 2, 3, 1, 3, 3, 12);537.0295249773017
3040;(3, 2, 3, 2, 0, 0, 12);1539.6386382423764
3041;(3, 2, 3, 2, 0, 1, 12);1541.6312194967468
3042;(3, 2, 3, 2, 0, 2, 12);1543.5946957215538
3043;(3, 2, 3, 2, 0, 3, 12);1545.5689642862123
3044;(3, 2, 3, 2, 1, 0, 12);1195.9505176122768
3045;(3, 2, 3, 2, 1, 1, 12);1197.9100958423633
3046;(3, 2, 3, 2, 1, 2, 12);1199.669899544697
3047;(3, 2, 3, 2, 1, 3, 12);1201.5822561073194
3048;(3, 2, 3, 2, 2, 0, 12);878.5420784529243
3049;(3, 2, 3, 2, 2, 1, 12);878.6249309403621
3050;(3, 2, 3, 2, 2, 2, 12);880.5416716985026
3051;(3, 2, 3, 2, 2, 3, 12);882.5426313944616
3052;(3, 2, 3, 2, 3, 0, 12);535.47886313319
3053;(3, 2, 3, 2, 3, 1, 12);535.411174031355
3054;(3, 2, 3, 2, 3, 2, 12);537.0737923370507
3055;(3, 2, 3, 2, 3, 3, 12);539.0103933572896
3056;(3, 2, 3, 3, 0, 0, 12);1541.6212783595558
3057;(3, 2, 3, 3, 0, 1, 12);1543.5903930909503
3058;(3, 2, 3, 3, 0, 2, 12);1545.5815767038168
3059;(3, 2, 3, 3, 0, 3, 12);1547.5686724460845
3060;(3, 2, 3, 3, 1, 0, 12);1197.7192941217522
3061;(3, 2, 3, 3, 1, 1, 12);1199.6199068278313
3062;(3, 2, 3, 3, 1, 2, 12);1201.5895613415692
3063;(3, 2, 3, 3, 1, 3, 12);1203.5823626528252
3064;(3, 2, 3, 3, 2, 0, 12);878.6542910535156
3065;(3, 2, 3, 3, 2, 1, 12);880.5469187412235
3066;(3, 2, 3, 3, 2, 2, 12);882.6228137325608
3067;(3, 2, 3, 3, 2, 3, 12);884.5137396400584
3068;(3, 2, 3, 3, 3, 0, 12);534.3867393227192
3069;(3, 2, 3, 3, 3, 1, 12);536.1630800654722
3070;(3, 2, 3, 3, 3, 2, 12);537.9396580343401
3071;(3, 2, 3, 3, 3, 3, 12);541.0393610240849
