;params;AIC
2311;(3, 0, 0, 0, 1, 3, 12);1251.189440418576
2312;(3, 0, 0, 0, 2, 0, 12);939.0478988789273
2313;(3, 0, 0, 0, 2, 1, 12);930.2664863506031
2314;(3, 0, 0, 0, 2, 2, 12);929.7376699809984
2315;(3, 0, 0, 0, 2, 3, 12);931.096188837789
2316;(3, 0, 0, 0, 3, 0, 12);643.438790136866
2317;(3, 0, 0, 0, 3, 1, 12);617.0242548276497
2318;(3, 0, 0, 0, 3, 2, 12);610.2687049484538
2319;(3, 0, 0, 0, 3, 3, 12);608.9606946452982
2320;(3, 0, 0, 1, 0, 0, 12);1595.6403162435843
2321;(3, 0, 0, 1, 0, 1, 12);1597.598593884823
2322;(3, 0, 0, 1, 0, 2, 12);1599.4790353770231
2323;(3, 0, 0, 1, 0, 3, 12);1601.4766079320339
2324;(3, 0, 0, 1, 1, 0, 12);1247.3119482897828
2325;(3, 0, 0, 1, 1, 1, 12);1249.3050211039556
2326;(3, 0, 0, 1, 1, 2, 12);1251.2959578095981
2327;(3, 0, 0, 1, 1, 3, 12);1252.951804425997
2328;(3, 0, 0, 1, 2, 0, 12);930.6690783574506
2329;(3, 0, 0, 1, 2, 1, 12);929.6167556752739
2330;(3, 0, 0, 1, 2, 2, 12);931.160769266728
2331;(3, 0, 0, 1, 2, 3, 12);933.0360102576533
2332;(3, 0, 0, 1, 3, 0, 12);606.4088804914746
2333;(3, 0, 0, 1, 3, 1, 12);605.4755447936619
2334;(3, 0, 0, 1, 3, 2, 12);606.6339488081949
2335;(3, 0, 0, 1, 3, 3, 12);608.393885279513
2336;(3, 0, 0, 2, 0, 0, 12);1597.6070443870844
2337;(3, 0, 0, 2, 0, 1, 12);1599.535864859987
2338;(3, 0, 0, 2, 0, 2, 12);1601.4771919895097
2339;(3, 0, 0, 2, 0, 3, 12);1603.4787414876391
2340;(3, 0, 0, 2, 1, 0, 12);1249.298253239983
2341;(3, 0, 0, 2, 1, 1, 12);1251.0203689032348
2342;(3, 0, 0, 2, 1, 2, 12);1252.80798033728
2343;(3, 0, 0, 2, 1, 3, 12);1254.8046297441983
2344;(3, 0, 0, 2, 2, 0, 12);929.478672700749
2345;(3, 0, 0, 2, 2, 1, 12);930.6588547979649
2346;(3, 0, 0, 2, 2, 2, 12);932.5562619971196
2347;(3, 0, 0, 2, 2, 3, 12);934.5286464779549
2348;(3, 0, 0, 2, 3, 0, 12);604.6778923500333
2349;(3, 0, 0, 2, 3, 1, 12);606.4238970166714
2350;(3, 0, 0, 2, 3, 2, 12);608.3728665062366
2351;(3, 0, 0, 2, 3, 3, 12);610.3547837497094
2352;(3, 0, 0, 3, 0, 0, 12);1599.4737368894414
2353;(3, 0, 0, 3, 0, 1, 12);1601.4729728220732
2354;(3, 0, 0, 3, 0, 2, 12);1603.4725992109375
2355;(3, 0, 0, 3, 0, 3, 12);1605.4735707436646
2356;(3, 0, 0, 3, 1, 0, 12);1251.0745450102695
2357;(3, 0, 0, 3, 1, 1, 12);1252.8667446692868
2358;(3, 0, 0, 3, 1, 2, 12);1254.8053353457567
2359;(3, 0, 0, 3, 1, 3, 12);1256.726956563295
2360;(3, 0, 0, 3, 2, 0, 12);930.9872925445604
2361;(3, 0, 0, 3, 2, 1, 12);932.5980665101918
2362;(3, 0, 0, 3, 2, 2, 12);934.5331218980617
2363;(3, 0, 0, 3, 2, 3, 12);936.5286526507383
2364;(3, 0, 0, 3, 3, 0, 12);606.3040448563348
2365;(3, 0, 0, 3, 3, 1, 12);608.3130144397823
2366;(3, 0, 0, 3, 3, 2, 12);610.4043103979923
2367;(3, 0, 0, 3, 3, 3, 12);612.3727877764517
2368;(3, 0, 1, 0, 0, 0, 12);1609.436776855119
2369;(3, 0, 1, 0, 0, 1, 12);1599.1784944589535
2370;(3, 0, 1, 0, 0, 2, 12);1599.6832586442786
2371;(3, 0, 1, 0, 0, 3, 12);1601.1948145277702
2372;(3, 0, 1, 0, 1, 0, 12);1247.3130668886413
2373;(3, 0, 1, 0, 1, 1, 12);1248.6109099402136
2374;(3, 0, 1, 0, 1, 2, 12);1250.6053203591466
2375;(3, 0, 1, 0, 1, 3, 12);1252.5201038962994
2376;(3, 0, 1, 0, 2, 0, 12);940.0995492108082
2377;(3, 0, 1, 0, 2, 1, 12);931.1607689334564
2378;(3, 0, 1, 0, 2, 2, 12);930.7908491611648
2379;(3, 0, 1, 0, 2, 3, 12);932.2953639041734
2380;(3, 0, 1, 0, 3, 0, 12);647.5560078319659
2381;(3, 0, 1, 0, 3, 1, 12);618.331369778038
2382;(3, 0, 1, 0, 3, 2, 12);610.2417444825269
2383;(3, 0, 1, 0, 3, 3, 12);608.2571276296039
2384;(3, 0, 1, 1, 0, 0, 12);1597.023480060914
2385;(3, 0, 1, 1, 0, 1, 12);1599.003739442794
2386;(3, 0, 1, 1, 0, 2, 12);1600.9316636998687
2387;(3, 0, 1, 1, 0, 3, 12);1602.9311019240713
2388;(3, 0, 1, 1, 1, 0, 12);1248.6178390135253
2389;(3, 0, 1, 1, 1, 1, 12);1250.607946108638
2390;(3, 0, 1, 1, 1, 2, 12);1252.6008924183593
2391;(3, 0, 1, 1, 1, 3, 12);1254.3135985573604
2392;(3, 0, 1, 1, 2, 0, 12);931.706214539004
2393;(3, 0, 1, 1, 2, 1, 12);930.7805390887893
2394;(3, 0, 1, 1, 2, 2, 12);932.356945285497
2395;(3, 0, 1, 1, 2, 3, 12);934.2641357121117
2396;(3, 0, 1, 1, 3, 0, 12);606.4471364375597
2397;(3, 0, 1, 1, 3, 1, 12);604.5933038593092
2398;(3, 0, 1, 1, 3, 2, 12);605.6617018163375
2399;(3, 0, 1, 1, 3, 3, 12);607.3364867122266
2400;(3, 0, 1, 2, 0, 0, 12);1599.007041234633
2401;(3, 0, 1, 2, 0, 1, 12);1600.9706682687374
2402;(3, 0, 1, 2, 0, 2, 12);1602.9319704115678
2403;(3, 0, 1, 2, 0, 3, 12);1604.9316385158497
2404;(3, 0, 1, 2, 1, 0, 12);1250.5998567381534
2405;(3, 0, 1, 2, 1, 1, 12);1252.3644688080453
2406;(3, 0, 1, 2, 1, 2, 12);1254.189258393879
2407;(3, 0, 1, 2, 1, 3, 12);1256.1873223373914
2408;(3, 0, 1, 2, 2, 0, 12);930.7080609075936
2409;(3, 0, 1, 2, 2, 1, 12);931.7967955557488
2410;(3, 0, 1, 2, 2, 2, 12);933.6899936280852
2411;(3, 0, 1, 2, 2, 3, 12);935.6554144831368
2412;(3, 0, 1, 2, 3, 0, 12);603.7919541090423
2413;(3, 0, 1, 2, 3, 1, 12);605.3896282588029
2414;(3, 0, 1, 2, 3, 2, 12);607.3197381403952
2415;(3, 0, 1, 2, 3, 3, 12);609.2961419990107
2416;(3, 0, 1, 3, 0, 0, 12);1600.9290847101438
2417;(3, 0, 1, 3, 0, 1, 12);1602.9290850774155
2418;(3, 0, 1, 3, 0, 2, 12);1604.9291573106075
2419;(3, 0, 1, 3, 0, 3, 12);1606.9293059683737
2420;(3, 0, 1, 3, 1, 0, 12);1252.4059314499177
2421;(3, 0, 1, 3, 1, 1, 12);1254.2368865347587
2422;(3, 0, 1, 3, 1, 2, 12);1256.187683792022
2423;(3, 0, 1, 3, 1, 3, 12);1258.126201935104
2424;(3, 0, 1, 3, 2, 0, 12);932.1734406504895
2425;(3, 0, 1, 3, 2, 1, 12);933.7355042697602
2426;(3, 0, 1, 3, 2, 2, 12);935.6616505805871
2427;(3, 0, 1, 3, 2, 3, 12);937.6554163515216
2428;(3, 0, 1, 3, 3, 0, 12);605.091132054026
2429;(3, 0, 1, 3, 3, 1, 12);607.1895793320444
2430;(3, 0, 1, 3, 3, 2, 12);609.2600115713185
2431;(3, 0, 1, 3, 3, 3, 12);611.3183817534194
2432;(3, 0, 2, 0, 0, 0, 12);1611.442178641114
2433;(3, 0, 2, 0, 0, 1, 12);1602.2534662783894
2434;(3, 0, 2, 0, 0, 2, 12);1602.872280045944
2435;(3, 0, 2, 0, 0, 3, 12);1604.419319923698
2436;(3, 0, 2, 0, 1, 0, 12);1246.0245124998935
2437;(3, 0, 2, 0, 1, 1, 12);1247.2139360926553
2438;(3, 0, 2, 0, 1, 2, 12);1249.1190721877717
2439;(3, 0, 2, 0, 1, 3, 12);1251.0678770463371
2440;(3, 0, 2, 0, 2, 0, 12);936.5279640926323
2441;(3, 0, 2, 0, 2, 1, 12);930.559217370087
2442;(3, 0, 2, 0, 2, 2, 12);930.4463387277101
2443;(3, 0, 2, 0, 2, 3, 12);931.7246026528649
2444;(3, 0, 2, 0, 3, 0, 12);638.6636528008084
2445;(3, 0, 2, 0, 3, 1, 12);620.264721339113
2446;(3, 0, 2, 0, 3, 2, 12);610.0021054224562
2447;(3, 0, 2, 0, 3, 3, 12);607.9061455870086
2448;(3, 0, 2, 1, 0, 0, 12);1600.2580130560946
2449;(3, 0, 2, 1, 0, 1, 12);1602.2434800780902
2450;(3, 0, 2, 1, 0, 2, 12);1604.1743529309965
2451;(3, 0, 2, 1, 0, 3, 12);1606.1729671440319
2452;(3, 0, 2, 1, 1, 0, 12);1247.1642757990091
2453;(3, 0, 2, 1, 1, 1, 12);1249.1640910434567
2454;(3, 0, 2, 1, 1, 2, 12);1251.109424109979
2455;(3, 0, 2, 1, 1, 3, 12);1252.8918661910097
2456;(3, 0, 2, 1, 2, 0, 12);930.2391310974908
2457;(3, 0, 2, 1, 2, 1, 12);930.1936726119238
2458;(3, 0, 2, 1, 2, 2, 12);931.9184040260898
2459;(3, 0, 2, 1, 2, 3, 12);933.7069061811187
2460;(3, 0, 2, 1, 3, 0, 12);606.0943647787382
2461;(3, 0, 2, 1, 3, 1, 12);604.6199913104983
2462;(3, 0, 2, 1, 3, 2, 12);606.9697370532734
2463;(3, 0, 2, 1, 3, 3, 12);608.1819245838913
2464;(3, 0, 2, 2, 0, 0, 12);1602.2459481700848
2465;(3, 0, 2, 2, 0, 1, 12);1604.211764055762
2466;(3, 0, 2, 2, 0, 2, 12);1606.1733020354013
2467;(3, 0, 2, 2, 0, 3, 12);1608.1739928341192
2468;(3, 0, 2, 2, 1, 0, 12);1249.1639172847495
2469;(3, 0, 2, 2, 1, 1, 12);1251.1548249166303
2470;(3, 0, 2, 2, 1, 2, 12);1252.7863466511033
2471;(3, 0, 2, 2, 1, 3, 12);1254.7772926296568
2472;(3, 0, 2, 2, 2, 0, 12);930.1967863869729
2473;(3, 0, 2, 2, 2, 1, 12);931.21577531861
2474;(3, 0, 2, 2, 2, 2, 12);933.1167221720018
2475;(3, 0, 2, 2, 2, 3, 12);935.0346728228294
2476;(3, 0, 2, 2, 3, 0, 12);603.9430767683901
2477;(3, 0, 2, 2, 3, 1, 12);606.2346037179651
2478;(3, 0, 2, 2, 3, 2, 12);608.1574295781534
2479;(3, 0, 2, 2, 3, 3, 12);610.1212975791216
2480;(3, 0, 2, 3, 0, 0, 12);1604.1712909609394
2481;(3, 0, 2, 3, 0, 1, 12);1606.1712028513407
2482;(3, 0, 2, 3, 0, 2, 12);1608.1709116295992
2483;(3, 0, 2, 3, 0, 3, 12);1610.1712515180302
2484;(3, 0, 2, 3, 1, 0, 12);1250.9519176290314
2485;(3, 0, 2, 3, 1, 1, 12);1252.8190796972378
2486;(3, 0, 2, 3, 1, 2, 12);1254.778953506175
2487;(3, 0, 2, 3, 1, 3, 12);1256.777635891456
2488;(3, 0, 2, 3, 2, 0, 12);931.6790300921344
2489;(3, 0, 2, 3, 2, 1, 12);933.1747338407677
2490;(3, 0, 2, 3, 2, 2, 12);935.0613952144456
2491;(3, 0, 2, 3, 2, 3, 12);937.034278827861
2492;(3, 0, 2, 3, 3, 0, 12);605.7024750478442
2493;(3, 0, 2, 3, 3, 1, 12);608.6614989303815
2494;(3, 0, 2, 3, 3, 2, 12);610.2301479229797
2495;(3, 0, 2, 3, 3, 3, 12);612.1275891505207
2496;(3, 0, 3, 0, 0, 0, 12);1609.1106243577867
2497;(3, 0, 3, 0, 0, 1, 12);1604.3496075003704
2498;(3, 0, 3, 0, 0, 2, 12);1605.2917674033274
2499;(3, 0, 3, 0, 0, 3, 12);1606.7224762245085
2500;(3, 0, 3, 0, 1, 0, 12);1248.909299151034
2501;(3, 0, 3, 0, 1, 1, 12);1250.23380670197
2502;(3, 0, 3, 0, 1, 2, 12);1252.2052959892285
2503;(3, 0, 3, 0, 1, 3, 12);1254.149343227945
2504;(3, 0, 3, 0, 2, 0, 12);940.250870052886
2505;(3, 0, 3, 0, 2, 1, 12);935.8486980430823
2506;(3, 0, 3, 0, 2, 2, 12);936.0150790293732
2507;(3, 0, 3, 0, 2, 3, 12);937.6520375726344
2508;(3, 0, 3, 0, 3, 0, 12);625.4980649992089
2509;(3, 0, 3, 0, 3, 1, 12);617.6428126509251
2510;(3, 0, 3, 0, 3, 2, 12);611.3143824851658
2511;(3, 0, 3, 0, 3, 3, 12);609.1898067318558
2512;(3, 0, 3, 1, 0, 0, 12);1602.505388320907
2513;(3, 0, 3, 1, 0, 1, 12);1604.504920682496
2514;(3, 0, 3, 1, 0, 2, 12);1606.450707140775
2515;(3, 0, 3, 1, 0, 3, 12);1608.4475025831375
2516;(3, 0, 3, 1, 1, 0, 12);1250.224596020423
2517;(3, 0, 3, 1, 1, 1, 12);1252.2187350215504
2518;(3, 0, 3, 1, 1, 2, 12);1254.2006458638148
2519;(3, 0, 3, 1, 1, 3, 12);1256.0539626558616
2520;(3, 0, 3, 1, 2, 0, 12);935.5171986933685
2521;(3, 0, 3, 1, 2, 1, 12);935.9843966845667
2522;(3, 0, 3, 1, 2, 2, 12);937.7417823173832
2523;(3, 0, 3, 1, 2, 3, 12);939.6447902837704
2524;(3, 0, 3, 1, 3, 0, 12);605.2900637923763
2525;(3, 0, 3, 1, 3, 1, 12);606.4691453796283
2526;(3, 0, 3, 1, 3, 2, 12);607.5838960701634
2527;(3, 0, 3, 1, 3, 3, 12);609.3893181828017
2528;(3, 0, 3, 2, 0, 0, 12);1603.8959167365515
2529;(3, 0, 3, 2, 0, 1, 12);1606.4849871852712
2530;(3, 0, 3, 2, 0, 2, 12);1608.4482233160315
2531;(3, 0, 3, 2, 0, 3, 12);1610.4489798052914
2532;(3, 0, 3, 2, 1, 0, 12);18.0
2533;(3, 0, 3, 2, 1, 1, 12);1254.1657094634002
2534;(3, 0, 3, 2, 1, 2, 12);1256.4063756857163
2535;(3, 0, 3, 2, 1, 3, 12);1258.4573698644256
2536;(3, 0, 3, 2, 2, 0, 12);935.7796076635169
2537;(3, 0, 3, 2, 2, 1, 12);937.2818080331369
2538;(3, 0, 3, 2, 2, 2, 12);939.1843363403783
2539;(3, 0, 3, 2, 2, 3, 12);941.1612504760849
2540;(3, 0, 3, 2, 3, 0, 12);605.3055471333031
2541;(3, 0, 3, 2, 3, 1, 12);607.0291521294282
2542;(3, 0, 3, 2, 3, 2, 12);609.395980672982
2543;(3, 0, 3, 2, 3, 3, 12);611.3826621467102
2544;(3, 0, 3, 3, 0, 0, 12);1606.447688565368
2545;(3, 0, 3, 3, 0, 1, 12);1608.446911108757
2546;(3, 0, 3, 3, 0, 2, 12);1610.4467685817717
2547;(3, 0, 3, 3, 0, 3, 12);1612.4468812682571
2548;(3, 0, 3, 3, 1, 0, 12);1254.0579831232249
2549;(3, 0, 3, 3, 1, 1, 12);1255.978512061963
2550;(3, 0, 3, 3, 1, 2, 12);1258.3486258612386
2551;(3, 0, 3, 3, 1, 3, 12);
2552;(3, 0, 3, 3, 2, 0, 12);937.5093041618677
2553;(3, 0, 3, 3, 2, 1, 12);939.230811216764
2554;(3, 0, 3, 3, 2, 2, 12);941.1820774822775
2555;(3, 0, 3, 3, 2, 3, 12);943.1616050691969
2556;(3, 0, 3, 3, 3, 0, 12);606.9410281488609
2557;(3, 0, 3, 3, 3, 1, 12);609.2996132524398
2558;(3, 0, 3, 3, 3, 2, 12);611.4506067878983
2559;(3, 0, 3, 3, 3, 3, 12);613.3939236335892
2560;(3, 1, 0, 0, 0, 0, 12);1576.8882355561364
2561;(3, 1, 0, 0, 0, 1, 12);1565.049504058112
2562;(3, 1, 0, 0, 0, 2, 12);1565.3188654274738
2563;(3, 1, 0, 0, 0, 3, 12);1566.4718767440656
2564;(3, 1, 0, 0, 1, 0, 12);1217.5956991007363
2565;(3, 1, 0, 0, 1, 1, 12);1219.0056308313065
2566;(3, 1, 0, 0, 1, 2, 12);1220.9687831788665
2567;(3, 1, 0, 0, 1, 3, 12);1222.9640434461708
2568;(3, 1, 0, 0, 2, 0, 12);909.2194077415988
2569;(3, 1, 0, 0, 2, 1, 12);900.3181925971086
2570;(3, 1, 0, 0, 2, 2, 12);899.8324222946993
2571;(3, 1, 0, 0, 2, 3, 12);901.285831756004
2572;(3, 1, 0, 0, 3, 0, 12);607.4584877755796
2573;(3, 1, 0, 0, 3, 1, 12);584.2248289432614
2574;(3, 1, 0, 0, 3, 2, 12);577.1106711636331
2575;(3, 1, 0, 0, 3, 3, 12);575.1969399853676
2576;(3, 1, 0, 1, 0, 0, 12);1562.1997100712108
2577;(3, 1, 0, 1, 0, 1, 12);1564.1984516345533
2578;(3, 1, 0, 1, 0, 2, 12);1566.0488829404126
2579;(3, 1, 0, 1, 0, 3, 12);1568.0304632583398
2580;(3, 1, 0, 1, 1, 0, 12);1218.982996602272
2581;(3, 1, 0, 1, 1, 1, 12);1220.980439346955
2582;(3, 1, 0, 1, 1, 2, 12);1222.9683779428601
2583;(3, 1, 0, 1, 1, 3, 12);1224.9687563187706
2584;(3, 1, 0, 1, 2, 0, 12);900.7315222886625
2585;(3, 1, 0, 1, 2, 1, 12);900.0795084815023
2586;(3, 1, 0, 1, 2, 2, 12);901.4183942696191
2587;(3, 1, 0, 1, 2, 3, 12);903.247606933375
2588;(3, 1, 0, 1, 3, 0, 12);573.9105263088377
2589;(3, 1, 0, 1, 3, 1, 12);571.9410399984225
2590;(3, 1, 0, 1, 3, 2, 12);573.0666050517568
2591;(3, 1, 0, 1, 3, 3, 12);574.8786147742942
2592;(3, 1, 0, 2, 0, 0, 12);1564.1987283056824
2593;(3, 1, 0, 2, 0, 1, 12);1566.1795998357163
2594;(3, 1, 0, 2, 0, 2, 12);1568.0341384734577
2595;(3, 1, 0, 2, 0, 3, 12);1570.0293007168973
2596;(3, 1, 0, 2, 1, 0, 12);1220.9789166125972
2597;(3, 1, 0, 2, 1, 1, 12);1222.9778581059015
2598;(3, 1, 0, 2, 1, 2, 12);1224.3867760838239
2599;(3, 1, 0, 2, 1, 3, 12);1226.4652830395987
2600;(3, 1, 0, 2, 2, 0, 12);898.7992293158322
2601;(3, 1, 0, 2, 2, 1, 12);900.1205604695506
2602;(3, 1, 0, 2, 2, 2, 12);901.9463196259904
2603;(3, 1, 0, 2, 2, 3, 12);903.8839151159473
2604;(3, 1, 0, 2, 3, 0, 12);571.3149692861439
2605;(3, 1, 0, 2, 3, 1, 12);572.8296276043192
2606;(3, 1, 0, 2, 3, 2, 12);574.714870915315
2607;(3, 1, 0, 2, 3, 3, 12);576.6571791595796
2608;(3, 1, 0, 3, 0, 0, 12);1566.0320858061739
2609;(3, 1, 0, 3, 0, 1, 12);1568.0281756366326
2610;(3, 1, 0, 3, 0, 2, 12);1570.0279865708917
2611;(3, 1, 0, 3, 0, 3, 12);1572.0283355322817
2612;(3, 1, 0, 3, 1, 0, 12);1222.9366179671674
2613;(3, 1, 0, 3, 1, 1, 12);1224.550142084803
2614;(3, 1, 0, 3, 1, 2, 12);1226.362511878304
2615;(3, 1, 0, 3, 1, 3, 12);1228.2812008935057
2616;(3, 1, 0, 3, 2, 0, 12);900.3763503884921
2617;(3, 1, 0, 3, 2, 1, 12);902.0296488254594
2618;(3, 1, 0, 3, 2, 2, 12);903.901811792334
2619;(3, 1, 0, 3, 2, 3, 12);905.8843479685167
2620;(3, 1, 0, 3, 3, 0, 12);572.1864028670838
2621;(3, 1, 0, 3, 3, 1, 12);574.1706729839361
2622;(3, 1, 0, 3, 3, 2, 12);576.2081465484027
2623;(3, 1, 0, 3, 3, 3, 12);578.303557990037
2624;(3, 1, 1, 0, 0, 0, 12);1578.9510887089355
2625;(3, 1, 1, 0, 0, 1, 12);1567.3699235036822
2626;(3, 1, 1, 0, 0, 2, 12);1567.489767700262
2627;(3, 1, 1, 0, 0, 3, 12);1568.6108749865487
2628;(3, 1, 1, 0, 1, 0, 12);1217.9904679289525
2629;(3, 1, 1, 0, 1, 1, 12);1219.4683111676968
2630;(3, 1, 1, 0, 1, 2, 12);1221.4458973183864
2631;(3, 1, 1, 0, 1, 3, 12);1223.4335140862283
2632;(3, 1, 1, 0, 2, 0, 12);909.8996836549028
2633;(3, 1, 1, 0, 2, 1, 12);901.8461382287345
2634;(3, 1, 1, 0, 2, 2, 12);901.7057210074854
2635;(3, 1, 1, 0, 2, 3, 12);903.3810216130624
2636;(3, 1, 1, 0, 3, 0, 12);606.1205070048156
2637;(3, 1, 1, 0, 3, 1, 12);585.2628510331862
2638;(3, 1, 1, 0, 3, 2, 12);579.187330652001
2639;(3, 1, 1, 0, 3, 3, 12);577.5269058388642
2640;(3, 1, 1, 1, 0, 0, 12);1564.2586778489995
2641;(3, 1, 1, 1, 0, 1, 12);1566.2575819423882
2642;(3, 1, 1, 1, 0, 2, 12);1568.1453550510607
2643;(3, 1, 1, 1, 0, 3, 12);1570.1331961957742
2644;(3, 1, 1, 1, 1, 0, 12);1219.4516654748822
2645;(3, 1, 1, 1, 1, 1, 12);1221.4499366138216
2646;(3, 1, 1, 1, 1, 2, 12);1223.444951249166
2647;(3, 1, 1, 1, 1, 3, 12);1225.2248378189163
2648;(3, 1, 1, 1, 2, 0, 12);902.393065218992
2649;(3, 1, 1, 1, 2, 1, 12);902.0364415640956
2650;(3, 1, 1, 1, 2, 2, 12);903.4991351559725
2651;(3, 1, 1, 1, 2, 3, 12);905.3808811412416
2652;(3, 1, 1, 1, 3, 0, 12);575.8743904565587
2653;(3, 1, 1, 1, 3, 1, 12);574.2727612282
2654;(3, 1, 1, 1, 3, 2, 12);575.4691758975293
2655;(3, 1, 1, 1, 3, 3, 12);577.3133714430162
2656;(3, 1, 1, 2, 0, 0, 12);1566.3252527782772
2657;(3, 1, 1, 2, 0, 1, 12);1568.2300805376944
2658;(3, 1, 1, 2, 0, 2, 12);1570.1354643069033
2659;(3, 1, 1, 2, 0, 3, 12);1572.1371246644067
2660;(3, 1, 1, 2, 1, 0, 12);1221.4492377990118
2661;(3, 1, 1, 2, 1, 1, 12);1223.4488594289467
2662;(3, 1, 1, 2, 1, 2, 12);1225.064529747048
2663;(3, 1, 1, 2, 1, 3, 12);1227.0281078339958
2664;(3, 1, 1, 2, 2, 0, 12);900.9913320487204
2665;(3, 1, 1, 2, 2, 1, 12);902.4571260837554
2666;(3, 1, 1, 2, 2, 2, 12);904.2237454249494
2667;(3, 1, 1, 2, 2, 3, 12);906.1715151927694
2668;(3, 1, 1, 2, 3, 0, 12);573.7197904498762
2669;(3, 1, 1, 2, 3, 1, 12);575.3153421064638
2670;(3, 1, 1, 2, 3, 2, 12);577.2173547501769
2671;(3, 1, 1, 2, 3, 3, 12);579.1662676329146
2672;(3, 1, 1, 3, 0, 0, 12);1568.1338205096163
2673;(3, 1, 1, 3, 0, 1, 12);1570.1320822774549
2674;(3, 1, 1, 3, 0, 2, 12);1572.1322158728537
2675;(3, 1, 1, 3, 0, 3, 12);1574.1321225459874
2676;(3, 1, 1, 3, 1, 0, 12);1223.4339638345461
2677;(3, 1, 1, 3, 1, 1, 12);1225.1892231617846
2678;(3, 1, 1, 3, 1, 2, 12);1227.0491248579938
2679;(3, 1, 1, 3, 1, 3, 12);1228.9581789386418
2680;(3, 1, 1, 3, 2, 0, 12);902.6750448563506
2681;(3, 1, 1, 3, 2, 1, 12);904.3481103592603
2682;(3, 1, 1, 3, 2, 2, 12);906.1883751358966
2683;(3, 1, 1, 3, 2, 3, 12);908.1718669976952
2684;(3, 1, 1, 3, 3, 0, 12);574.7206387840886
2685;(3, 1, 1, 3, 3, 1, 12);576.7066756664951
2686;(3, 1, 1, 3, 3, 2, 12);578.7411438386556
2687;(3, 1, 1, 3, 3, 3, 12);580.8495777321615
2688;(3, 1, 2, 0, 0, 0, 12);1576.0959860061287
2689;(3, 1, 2, 0, 0, 1, 12);1569.1655787510792
2690;(3, 1, 2, 0, 0, 2, 12);1569.4776312802676
2691;(3, 1, 2, 0, 0, 3, 12);1570.905225532194
2692;(3, 1, 2, 0, 1, 0, 12);1218.7554829635917
2693;(3, 1, 2, 0, 1, 1, 12);1220.2708648681723
2694;(3, 1, 2, 0, 1, 2, 12);1222.1487403111325
2695;(3, 1, 2, 0, 1, 3, 12);1224.1431259031867
2696;(3, 1, 2, 0, 2, 0, 12);907.5991764405885
2697;(3, 1, 2, 0, 2, 1, 12);902.9726328883871
2698;(3, 1, 2, 0, 2, 2, 12);903.3071484459297
2699;(3, 1, 2, 0, 2, 3, 12);905.0410202399498
2700;(3, 1, 2, 0, 3, 0, 12);608.860192272789
2701;(3, 1, 2, 0, 3, 1, 12);587.6451225091781
2702;(3, 1, 2, 0, 3, 2, 12);581.4793937870683
2703;(3, 1, 2, 0, 3, 3, 12);579.8572310706404
2704;(3, 1, 2, 1, 0, 0, 12);1566.5467320470705
2705;(3, 1, 2, 1, 0, 1, 12);1568.5387932033047
2706;(3, 1, 2, 1, 0, 2, 12);1570.4752181223273
2707;(3, 1, 2, 1, 0, 3, 12);1572.4750912516624
2708;(3, 1, 2, 1, 1, 0, 12);1220.2164813721567
2709;(3, 1, 2, 1, 1, 1, 12);1222.1898501242722
2710;(3, 1, 2, 1, 1, 2, 12);1224.147369353961
2711;(3, 1, 2, 1, 1, 3, 12);1226.0716386501695
2712;(3, 1, 2, 1, 2, 0, 12);903.6762899782112
2713;(3, 1, 2, 1, 2, 1, 12);903.6409844274024
2714;(3, 1, 2, 1, 2, 2, 12);905.1513213053877
2715;(3, 1, 2, 1, 2, 3, 12);907.0399648553838
2716;(3, 1, 2, 1, 3, 0, 12);577.3005030756755
2717;(3, 1, 2, 1, 3, 1, 12);576.490481725155
2718;(3, 1, 2, 1, 3, 2, 12);577.706828979588
2719;(3, 1, 2, 1, 3, 3, 12);579.5288694769441
2720;(3, 1, 2, 2, 0, 0, 12);1570.0585525996971
2721;(3, 1, 2, 2, 0, 1, 12);1570.5087303011348
2722;(3, 1, 2, 2, 0, 2, 12);1572.475116901203
2723;(3, 1, 2, 2, 0, 3, 12);1574.4747327315981
2724;(3, 1, 2, 2, 1, 0, 12);1222.1731511267915
2725;(3, 1, 2, 2, 1, 1, 12);1224.169316078603
2726;(3, 1, 2, 2, 1, 2, 12);1225.9424784819919
2727;(3, 1, 2, 2, 1, 3, 12);1227.9339680723022
2728;(3, 1, 2, 2, 2, 0, 12);902.7774903704661
2729;(3, 1, 2, 2, 2, 1, 12);904.2555325527737
2730;(3, 1, 2, 2, 2, 2, 12);906.1274306679735
2731;(3, 1, 2, 2, 2, 3, 12);908.0772303660583
2732;(3, 1, 2, 2, 3, 0, 12);576.0255244355315
2733;(3, 1, 2, 2, 3, 1, 12);577.6133757827515
2734;(3, 1, 2, 2, 3, 2, 12);579.4918840203452
2735;(3, 1, 2, 2, 3, 3, 12);581.4308374259076
2736;(3, 1, 2, 3, 0, 0, 12);1570.4782418054415
2737;(3, 1, 2, 3, 0, 1, 12);1572.4740012533484
2738;(3, 1, 2, 3, 0, 2, 12);1574.4772657575222
2739;(3, 1, 2, 3, 0, 3, 12);1576.4740535249093
2740;(3, 1, 2, 3, 1, 0, 12);1224.1469058916748
2741;(3, 1, 2, 3, 1, 1, 12);1226.0075759319059
2742;(3, 1, 2, 3, 1, 2, 12);1227.9315105510564
2743;(3, 1, 2, 3, 1, 3, 12);1229.9205044934329
