;params;AIC;RMSE
353;(0, 1, 3, 1, 1, 1, 12);1223.017234552436;300759.8852484662
354;(0, 1, 3, 1, 1, 2, 12);1224.9443820731697;300831.6298556519
355;(0, 1, 3, 1, 1, 3, 12);1226.7780387942305;300226.420000631
356;(0, 1, 3, 1, 2, 0, 12);904.2802021156774;339523.2227947201
357;(0, 1, 3, 1, 2, 1, 12);904.7498365324508;319259.50088443764
358;(0, 1, 3, 1, 2, 2, 12);906.3520268083669;314094.26475047297
359;(0, 1, 3, 1, 2, 3, 12);908.240102870353;313109.3773378237
360;(0, 1, 3, 2, 0, 0, 12);1572.1549162127849;310911.61031085334
361;(0, 1, 3, 2, 0, 1, 12);1574.1318610950882;310797.7294774443
362;(0, 1, 3, 2, 0, 2, 12);1576.0588532476675;310093.89287077915
363;(0, 1, 3, 2, 0, 3, 12);1578.0603590062617;310108.69551903306
364;(0, 1, 3, 2, 1, 0, 12);1222.9923632915525;300842.26007518184
365;(0, 1, 3, 2, 1, 1, 12);1224.9865869624218;300848.6350636026
366;(0, 1, 3, 2, 1, 2, 12);1226.6362278091515;299125.61681375233
367;(0, 1, 3, 2, 1, 3, 12);1228.5640203809978;299006.73775782733
368;(0, 1, 3, 2, 2, 0, 12);903.8251873596132;312543.93867542926
369;(0, 1, 3, 2, 2, 1, 12);905.5579630779504;306465.47848594707
370;(0, 1, 3, 2, 2, 2, 12);907.4141596420542;304375.7768544699
371;(0, 1, 3, 2, 2, 3, 12);909.3976628148758;303795.6110476537
372;(0, 1, 3, 3, 0, 0, 12);1574.0573475358199;310081.8031934252
373;(0, 1, 3, 3, 0, 1, 12);1576.0575848631345;310088.2599434832
374;(0, 1, 3, 3, 0, 2, 12);1578.0571040610728;310077.78699279565
375;(0, 1, 3, 3, 0, 3, 12);1580.0573161539244;310067.78162865096
376;(0, 1, 3, 3, 1, 0, 12);1224.9456794977361;300737.5555635095
377;(0, 1, 3, 3, 1, 1, 12);1226.7095230072805;299668.8261432629
378;(0, 1, 3, 3, 1, 2, 12);1228.5793498392313;299053.24019045656
379;(0, 1, 3, 3, 1, 3, 12);1230.6018247324594;298989.54409131274
380;(0, 1, 3, 3, 2, 0, 12);905.6469387371561;308921.97996322805
381;(0, 1, 3, 3, 2, 1, 12);907.4774506161768;305510.5045481662
382;(0, 1, 3, 3, 2, 2, 12);909.4011109763533;303973.64615317545
383;(0, 1, 3, 3, 2, 3, 12);911.4095091628454;304254.24385655596
384;(0, 2, 0, 0, 0, 0, 12);1630.6261749287128;852529.4050892737
385;(0, 2, 0, 0, 0, 1, 12);1612.720330044364;628719.5584459729
386;(0, 2, 0, 0, 0, 2, 12);1607.1578370318887;566399.2608359533
387;(0, 2, 0, 0, 0, 3, 12);1606.6370499690277;539462.612821069
388;(0, 2, 0, 0, 1, 0, 12);1222.373095876172;467677.11170169053
389;(0, 2, 0, 0, 1, 1, 12);1222.675606295355;465788.64704497706
390;(0, 2, 0, 0, 1, 2, 12);1220.0719122538733;444513.07050473534
391;(0, 2, 0, 0, 1, 3, 12);1221.9241688510695;443477.9464365657
392;(0, 2, 0, 0, 2, 0, 12);909.6759169475828;647299.1484428764
393;(0, 2, 0, 0, 2, 1, 12);892.1310888443426;496602.8432370106
394;(0, 2, 0, 0, 2, 2, 12);889.5569385988692;444019.1323012553
395;(0, 2, 0, 0, 2, 3, 12);889.5288524811499;428006.7111236941
396;(0, 2, 0, 1, 0, 0, 12);1575.760345415022;483748.1823449965
397;(0, 2, 0, 1, 0, 1, 12);1577.0295812125871;478201.57897510356
398;(0, 2, 0, 1, 0, 2, 12);1605.763214060397;515068.37123887305
399;(0, 2, 0, 1, 0, 3, 12);1607.1377609129904;514289.1492952411
400;(0, 2, 0, 1, 1, 0, 12);1222.4315804710757;465035.34208219964
401;(0, 2, 0, 1, 1, 1, 12);1223.1736066801132;462328.9000573024
402;(0, 2, 0, 1, 1, 2, 12);1222.0441722456667;443903.3201917909
403;(0, 2, 0, 1, 1, 3, 12);1223.7261204089918;442257.1737455793
404;(0, 2, 0, 1, 2, 0, 12);886.1461942438945;479845.6207734002
405;(0, 2, 0, 1, 2, 1, 12);888.7694204727677;441047.3459634595
406;(0, 2, 0, 1, 2, 2, 12);889.5597500114923;430092.90140525386
407;(0, 2, 0, 1, 2, 3, 12);890.8237706946637;427152.03669867653
408;(0, 2, 0, 2, 0, 0, 12);1578.6565916811214;484281.53558789834
409;(0, 2, 0, 2, 0, 1, 12);1578.9146761374113;476774.7372044426
410;(0, 2, 0, 2, 0, 2, 12);1607.7630190595619;515070.0906600745
411;(0, 2, 0, 2, 0, 3, 12);1609.1377987293356;514293.4850381237
412;(0, 2, 0, 2, 1, 0, 12);1221.859709472688;452805.4838557773
413;(0, 2, 0, 2, 1, 1, 12);1259.7392941569456;500968.5092439988
414;(0, 2, 0, 2, 1, 2, 12);1223.994948089454;443998.3632749174
415;(0, 2, 0, 2, 1, 3, 12);1225.6545430265764;442267.84224965476
416;(0, 2, 0, 2, 2, 0, 12);883.947293251337;430619.60160198854
417;(0, 2, 0, 2, 2, 1, 12);889.2991115251932;421116.34923177015
418;(0, 2, 0, 2, 2, 2, 12);890.6456595900753;420107.08526321006
419;(0, 2, 0, 2, 2, 3, 12);892.0636658485364;419023.7220301353
420;(0, 2, 0, 3, 0, 0, 12);1579.100604641293;480035.65386002563
421;(0, 2, 0, 3, 0, 1, 12);1580.9004760140917;475592.81504392286
422;(0, 2, 0, 3, 0, 2, 12);1609.7641810538407;515058.24443642213
423;(0, 2, 0, 3, 0, 3, 12);1611.137770427916;514294.60673994065
424;(0, 2, 0, 3, 1, 0, 12);1276.673192631658;429678.24724597
425;(0, 2, 0, 3, 1, 1, 12);1253.653310073722;434278.3496649424
426;(0, 2, 0, 3, 1, 2, 12);1225.7530478945562;442056.6348681825
427;(0, 2, 0, 3, 1, 3, 12);1227.61570547253;441759.04177053715
428;(0, 2, 0, 3, 2, 0, 12);890.0146405957057;424380.3574838895
429;(0, 2, 0, 3, 2, 1, 12);891.2559894036865;420803.697104716
430;(0, 2, 0, 3, 2, 2, 12);892.6286490280089;419526.41266425105
431;(0, 2, 0, 3, 2, 3, 12);894.0642004679493;419026.8290000265
432;(0, 2, 1, 0, 0, 0, 12);1581.3830892376889;491418.7052855384
433;(0, 2, 1, 0, 0, 1, 12);1573.8604623349067;387848.22901855304
434;(0, 2, 1, 0, 0, 2, 12);1573.996971770358;364900.47335398424
435;(0, 2, 1, 0, 0, 3, 12);1575.2150147127293;353521.6096696321
436;(0, 2, 1, 0, 1, 0, 12);1190.2179871722612;320162.00043291424
437;(0, 2, 1, 0, 1, 1, 12);1191.7702230959628;317840.33283619356
438;(0, 2, 1, 0, 1, 2, 12);1193.1419382924937;314496.72258970916
439;(0, 2, 1, 0, 1, 3, 12);1195.121034675662;314319.9995416868
440;(0, 2, 1, 0, 2, 0, 12);881.4769543367524;441040.90408527054
441;(0, 2, 1, 0, 2, 1, 12);876.403402738885;353924.4744818749
442;(0, 2, 1, 0, 2, 2, 12);876.2113942249206;328497.5135400976
443;(0, 2, 1, 0, 2, 3, 12);877.7183348089244;325533.1687994784
444;(0, 2, 1, 1, 0, 0, 12);1632.6267434680233;314968.5527174207
445;(0, 2, 1, 1, 0, 1, 12);1572.839086634445;346336.5302936397
446;(0, 2, 1, 1, 0, 2, 12);1574.8358581435396;346314.1481918182
447;(0, 2, 1, 1, 0, 3, 12);1576.8286988232596;346147.4537964609
448;(0, 2, 1, 1, 1, 0, 12);1191.6621734558707;317323.2623852413
449;(0, 2, 1, 1, 1, 1, 12);1193.5239829528914;316694.7303990946
450;(0, 2, 1, 1, 1, 2, 12);1195.1322846608086;314414.640497132
451;(0, 2, 1, 1, 1, 3, 12);1196.9980248423071;313656.6310284548
452;(0, 2, 1, 1, 2, 0, 12);875.5794291561118;351901.15708068106
453;(0, 2, 1, 1, 2, 1, 12);875.9729204997984;330757.8064144948
454;(0, 2, 1, 1, 2, 2, 12);877.7077860690295;326936.37732391857
455;(0, 2, 1, 1, 2, 3, 12);879.6642649538442;326502.78982103424
456;(0, 2, 1, 2, 0, 0, 12);1572.8399382650043;346325.173285161
457;(0, 2, 1, 2, 0, 1, 12);1574.837650053192;346323.4684076822
458;(0, 2, 1, 2, 0, 2, 12);1576.8328255292504;346267.0720281347
459;(0, 2, 1, 2, 0, 3, 12);1578.829136808291;346172.42818026745
460;(0, 2, 1, 2, 1, 0, 12);1193.3354985749766;315673.1952660404
461;(0, 2, 1, 2, 1, 1, 12);1195.2647207606692;315237.0865310326
462;(0, 2, 1, 2, 1, 2, 12);1197.0064409139236;313853.77653239446
463;(0, 2, 1, 2, 1, 3, 12);1198.9321394250612;313316.5709169885
464;(0, 2, 1, 2, 2, 0, 12);875.9597289223051;334014.6030015287
465;(0, 2, 1, 2, 2, 1, 12);877.5510937888793;326212.72747707093
466;(0, 2, 1, 2, 2, 2, 12);879.5415719597847;326461.17987008573
467;(0, 2, 1, 2, 2, 3, 12);881.5211588771515;325906.9874365361
468;(0, 2, 1, 3, 0, 0, 12);1574.8345683125283;346311.84737365623
469;(0, 2, 1, 3, 0, 1, 12);1576.8304379732942;346221.6784645025
470;(0, 2, 1, 3, 0, 2, 12);1578.8295953916627;346260.98560829123
471;(0, 2, 1, 3, 0, 3, 12);1580.828879455536;346166.92207258387
472;(0, 2, 1, 3, 1, 0, 12);1195.109461910511;314207.95838230033
473;(0, 2, 1, 3, 1, 1, 12);1196.9801809139676;313565.8314713891
474;(0, 2, 1, 3, 1, 2, 12);1198.940597374321;313371.7211629357
475;(0, 2, 1, 3, 1, 3, 12);1200.931479492664;313318.58412337076
476;(0, 2, 1, 3, 2, 0, 12);877.6603472541753;328360.99102771835
477;(0, 2, 1, 3, 2, 1, 12);879.5462369812102;326370.13871974085
478;(0, 2, 1, 3, 2, 2, 12);881.5508902813905;326247.80614347727
479;(0, 2, 1, 3, 2, 3, 12);883.521157511308;325904.30323123373
480;(0, 2, 2, 0, 0, 0, 12);1566.6449050031365;388691.14329388936
481;(0, 2, 2, 0, 0, 1, 12);1564.9471185396064;345528.8679626237
482;(0, 2, 2, 0, 0, 2, 12);1566.330254465351;338122.2489605599
483;(0, 2, 2, 0, 0, 3, 12);1568.0347483349024;333528.9045737698
484;(0, 2, 2, 0, 1, 0, 12);1193.8136082375654;314939.3279414353
485;(0, 2, 2, 0, 1, 1, 12);1195.132465546118;310356.87825883995
486;(0, 2, 2, 0, 1, 2, 12);1197.076813107331;309815.65914459166
487;(0, 2, 2, 0, 1, 3, 12);1199.0693208736668;309778.1571806741
488;(0, 2, 2, 0, 2, 0, 12);885.8483287531201;438071.83294062206
489;(0, 2, 2, 0, 2, 1, 12);882.6580021605236;354674.4927098158
490;(0, 2, 2, 0, 2, 2, 12);883.0840182434875;330867.9764576119
491;(0, 2, 2, 0, 2, 3, 12);884.7795796766802;327804.8844673385
492;(0, 2, 2, 1, 0, 0, 12);1640.0622570689527;322888.67905943986
493;(0, 2, 2, 1, 0, 1, 12);1565.9994907581556;332593.363876674
494;(0, 2, 2, 1, 0, 2, 12);1567.996637614214;332557.1304568729
495;(0, 2, 2, 1, 0, 3, 12);1569.9815857493836;332312.0759204512
496;(0, 2, 2, 1, 1, 0, 12);1195.0951920161147;310021.76882575674
497;(0, 2, 2, 1, 1, 1, 12);1197.0951496054481;310018.15234621504
498;(0, 2, 2, 1, 1, 2, 12);1199.074721013057;309803.3951742913
499;(0, 2, 2, 1, 1, 3, 12);1201.011676710593;309335.28829441767
500;(0, 2, 2, 1, 2, 0, 12);882.0986518325249;351372.96192606527
501;(0, 2, 2, 1, 2, 1, 12);882.9668101518039;331978.5943872777
502;(0, 2, 2, 1, 2, 2, 12);884.7804827365388;328682.64505952806
503;(0, 2, 2, 1, 2, 3, 12);886.7477109247081;328352.29141947324
504;(0, 2, 2, 2, 0, 0, 12);1566.0000958219628;332581.7038505421
505;(0, 2, 2, 2, 0, 1, 12);1567.9985729188604;332592.9813378407
506;(0, 2, 2, 2, 0, 2, 12);1569.9880040833464;332437.14191702846
507;(0, 2, 2, 2, 0, 3, 12);1571.9820330925786;332326.3506403141
508;(0, 2, 2, 2, 1, 0, 12);1197.0951247335702;310016.1584855465
509;(0, 2, 2, 2, 1, 1, 12);1199.0919090061022;309960.2553882487
510;(0, 2, 2, 2, 1, 2, 12);1200.9785333258183;309042.9224821373
511;(0, 2, 2, 2, 1, 3, 12);1202.9783758366061;309034.3766064827
512;(0, 2, 2, 2, 2, 0, 12);882.910786511741;334448.5989586938
513;(0, 2, 2, 2, 2, 1, 12);884.6572336501664;328004.1783600249
514;(0, 2, 2, 2, 2, 2, 12);886.6486449325498;328160.6880824564
515;(0, 2, 2, 2, 2, 3, 12);888.6388994340545;327799.8151289084
516;(0, 2, 2, 3, 0, 0, 12);1567.9946522656635;332555.5701862752
517;(0, 2, 2, 3, 0, 1, 12);1569.986684017532;332425.7661494612
518;(0, 2, 2, 3, 0, 2, 12);1571.983390744595;332375.7430689244
519;(0, 2, 2, 3, 0, 3, 12);1573.9819292223929;332322.27099760587
520;(0, 2, 2, 3, 1, 0, 12);1199.0296857593144;309459.4488002884
521;(0, 2, 2, 3, 1, 1, 12);1200.9886881533794;309127.13420213875
522;(0, 2, 2, 3, 1, 2, 12);1202.978404265347;309035.4349390838
523;(0, 2, 2, 3, 1, 3, 12);1204.9762563454606;309039.0440165335
524;(0, 2, 2, 3, 2, 0, 12);884.7201901464332;329713.0154045265
525;(0, 2, 2, 3, 2, 1, 12);886.6522325979184;328131.4741309557
526;(0, 2, 2, 3, 2, 2, 12);888.6414711177622;327931.1124825051
527;(0, 2, 2, 3, 2, 3, 12);890.6388965150662;327801.14757886477
528;(0, 2, 3, 0, 0, 0, 12);1556.6879537347793;387644.5477223676
529;(0, 2, 3, 0, 0, 1, 12);1552.3493811906271;340158.1474652214
530;(0, 2, 3, 0, 0, 2, 12);1553.3250893537654;332439.5055394653
531;(0, 2, 3, 0, 0, 3, 12);1554.726183777739;326547.3014558294
532;(0, 2, 3, 0, 1, 0, 12);1196.875630226102;314049.34795856115
533;(0, 2, 3, 0, 1, 1, 12);1197.8709652106577;307768.4250249671
534;(0, 2, 3, 0, 1, 2, 12);1199.6346251931086;306306.0085928978
535;(0, 2, 3, 0, 1, 3, 12);1201.6242315108839;306177.1335420433
536;(0, 2, 3, 0, 2, 0, 12);890.3778706219343;438378.012349713
537;(0, 2, 3, 0, 2, 1, 12);887.9904358803533;355050.99220115464
538;(0, 2, 3, 0, 2, 2, 12);888.0121191425063;338522.41411505284
539;(0, 2, 3, 0, 2, 3, 12);889.4140141348934;332209.5833318597
540;(0, 2, 3, 1, 0, 0, 12);1624.8202298253502;322046.9233108249
541;(0, 2, 3, 1, 0, 1, 12);1552.6256360317716;324955.1509006763
542;(0, 2, 3, 1, 0, 2, 12);1554.6201279148302;324915.67085324746
543;(0, 2, 3, 1, 0, 3, 12);1556.5843441444622;324532.23668586387
544;(0, 2, 3, 1, 1, 0, 12);1197.7351742204191;307019.6037515286
545;(0, 2, 3, 1, 1, 1, 12);1199.7331488358257;307008.90689303627
546;(0, 2, 3, 1, 1, 2, 12);1201.6297382215885;306248.2084165862
547;(0, 2, 3, 1, 1, 3, 12);1203.551223598057;305556.6068276378
548;(0, 2, 3, 1, 2, 0, 12);886.8603104294002;346929.4262987833
549;(0, 2, 3, 1, 2, 1, 12);887.4813492722697;329928.2485759121
550;(0, 2, 3, 1, 2, 2, 12);889.2289869684038;330192.89449108235
551;(0, 2, 3, 1, 2, 3, 12);891.1755730392607;331526.1987247482
552;(0, 2, 3, 2, 0, 0, 12);1552.6261003527293;324951.9355510083
553;(0, 2, 3, 2, 0, 1, 12);1554.6245425285524;324955.990022579
554;(0, 2, 3, 2, 0, 2, 12);1556.6011971860007;324711.47691058647
555;(0, 2, 3, 2, 0, 3, 12);1558.585198968454;324545.7029849994
556;(0, 2, 3, 2, 1, 0, 12);1199.7316547503442;306999.6446705044
557;(0, 2, 3, 2, 1, 1, 12);1201.7020731860873;306793.26922071027
558;(0, 2, 3, 2, 1, 2, 12);1203.5299036724473;305416.35587822663
559;(0, 2, 3, 2, 1, 3, 12);1205.5176675373311;305279.2662084481
560;(0, 2, 3, 2, 2, 0, 12);887.310474251312;343455.4032762075
561;(0, 2, 3, 2, 2, 1, 12);889.0751432734063;336500.65711568313
562;(0, 2, 3, 2, 2, 2, 12);891.0705045662347;336942.5908801197
563;(0, 2, 3, 2, 2, 3, 12);893.0645713917869;336678.1206517417
564;(0, 2, 3, 3, 0, 0, 12);1554.6169642403825;324900.4435126417
565;(0, 2, 3, 3, 0, 1, 12);1556.598516931582;324707.60210771573
566;(0, 2, 3, 3, 0, 2, 12);1558.5908048550837;324629.35460321
567;(0, 2, 3, 3, 0, 3, 12);1560.5850187058636;324543.1732539396
568;(0, 2, 3, 3, 1, 0, 12);1201.545632839757;305484.947627156
569;(0, 2, 3, 3, 1, 1, 12);1203.5206788226985;305301.6219272679
570;(0, 2, 3, 3, 1, 2, 12);1205.517973804142;305280.70180522674
571;(0, 2, 3, 3, 1, 3, 12);1207.5176583362463;305278.86410097417
572;(0, 2, 3, 3, 2, 0, 12);889.1219143493134;337972.420703681
573;(0, 2, 3, 3, 2, 1, 12);891.0719731982853;336821.6207281024
574;(0, 2, 3, 3, 2, 2, 12);893.0660255956334;336799.06903652236
575;(0, 2, 3, 3, 2, 3, 12);895.0645629451847;336679.88443845883
576;(1, 0, 0, 0, 0, 0, 12);1629.5783302088767;480108.95773180487
577;(1, 0, 0, 0, 0, 1, 12);1612.034464274206;368810.6549682726
578;(1, 0, 0, 0, 0, 2, 12);1610.5556217010128;344814.8580125141
579;(1, 0, 0, 0, 0, 3, 12);1611.272704241575;335285.06979250786
580;(1, 0, 0, 0, 1, 0, 12);1242.2081208537136;304721.7908608891
581;(1, 0, 0, 0, 1, 1, 12);1243.6071464003255;303109.61287953303
582;(1, 0, 0, 0, 1, 2, 12);1245.5243788518976;302796.2033134737
583;(1, 0, 0, 0, 1, 3, 12);1247.3606062205915;302011.63097183476
584;(1, 0, 0, 0, 2, 0, 12);935.5805732700295;421958.4697190092
585;(1, 0, 0, 0, 2, 1, 12);925.8082666381486;340695.89847054024
586;(1, 0, 0, 0, 2, 2, 12);925.0353548979388;318778.72009324026
587;(1, 0, 0, 0, 2, 3, 12);926.4850568759547;315666.3698991181
588;(1, 0, 0, 1, 0, 0, 12);1606.5246024635808;328258.38690562407
589;(1, 0, 0, 1, 0, 1, 12);1608.5232619281041;328312.76741982676
590;(1, 0, 0, 1, 0, 2, 12);1610.5089296821493;328204.8195991247
591;(1, 0, 0, 1, 0, 3, 12);1612.5089093499028;328201.46144016006
592;(1, 0, 0, 1, 1, 0, 12);1243.576132209104;303021.9659059069
593;(1, 0, 0, 1, 1, 1, 12);1245.5733048325478;303009.06374579604
594;(1, 0, 0, 1, 1, 2, 12);1247.496260505899;302654.6637045469
595;(1, 0, 0, 1, 1, 3, 12);1249.1243607171389;301225.40622077294
596;(1, 0, 0, 1, 2, 0, 12);926.1918849343422;355184.161456071
597;(1, 0, 0, 1, 2, 1, 12);925.0232593233088;321678.2381216104
598;(1, 0, 0, 1, 2, 2, 12);926.578511479717;316673.2263161084
599;(1, 0, 0, 1, 2, 3, 12);928.473099098642;315844.1719754552
600;(1, 0, 0, 2, 0, 0, 12);1608.5233634806414;328308.223149616
601;(1, 0, 0, 2, 0, 1, 12);1610.524455900168;328235.8522170382
602;(1, 0, 0, 2, 0, 2, 12);1612.512748236315;328250.3555341037
603;(1, 0, 0, 2, 0, 3, 12);1614.5088828087144;328202.33181210374
604;(1, 0, 0, 2, 1, 0, 12);1245.5698806214791;302987.86059865344
605;(1, 0, 0, 2, 1, 1, 12);1247.54745744366;302879.2216799438
606;(1, 0, 0, 2, 1, 2, 12);1249.01275193034;300801.7900026888
607;(1, 0, 0, 2, 1, 3, 12);1250.9814030160826;300596.99944751064
608;(1, 0, 0, 2, 2, 0, 12);925.2197291821324;326410.3402538157
609;(1, 0, 0, 2, 2, 1, 12);926.1896132747117;313430.0689949239
610;(1, 0, 0, 2, 2, 2, 12);928.124033948085;313011.0222338075
611;(1, 0, 0, 2, 2, 3, 12);930.0782243060994;311922.9981433313
612;(1, 0, 0, 3, 0, 0, 12);1610.5089973389872;328209.17372158397
613;(1, 0, 0, 3, 0, 1, 12);1612.5133770573298;328248.80711768044
614;(1, 0, 0, 3, 0, 2, 12);1614.5096516606932;328244.3447849276
615;(1, 0, 0, 3, 0, 3, 12);1616.5090020633938;328208.2098688826
616;(1, 0, 0, 3, 1, 0, 12);1247.255828582801;301698.20850491786
617;(1, 0, 0, 3, 1, 1, 12);1249.0510058059003;300925.1071330773
618;(1, 0, 0, 3, 1, 2, 12);1250.9857209421596;300626.99401366187
619;(1, 0, 0, 3, 1, 3, 12);1253.0127106717189;300803.6756018532
620;(1, 0, 0, 3, 2, 0, 12);926.6094723804614;319462.85233663255
621;(1, 0, 0, 3, 2, 1, 12);928.1568738907846;313393.9507158431
622;(1, 0, 0, 3, 2, 2, 12);930.0890677625961;312263.74120005674
623;(1, 0, 0, 3, 2, 3, 12);932.0782051891483;311921.284298291
624;(1, 0, 1, 0, 0, 0, 12);1614.715524514806;412095.80423447274
625;(1, 0, 1, 0, 0, 1, 12);1602.8189497893432;335635.81403524376
626;(1, 0, 1, 0, 0, 2, 12);1603.0035466400232;323770.10518914275
627;(1, 0, 1, 0, 0, 3, 12);1604.3024256833494;318908.4168040302
628;(1, 0, 1, 0, 1, 0, 12);1244.0296105799941;302862.942711485
629;(1, 0, 1, 0, 1, 1, 12);1245.393785028059;300905.74836836284
630;(1, 0, 1, 0, 1, 2, 12);1247.388774018005;300942.831623626
631;(1, 0, 1, 0, 1, 3, 12);1249.2863005280642;300470.4537088193
632;(1, 0, 1, 0, 2, 0, 12);937.1982306634166;420502.9365592761
633;(1, 0, 1, 0, 2, 1, 12);927.7249475545557;340222.53217188537
634;(1, 0, 1, 0, 2, 2, 12);927.1023128481385;318805.1379332275
635;(1, 0, 1, 0, 2, 3, 12);928.4882823530825;315038.2750775476
636;(1, 0, 1, 1, 0, 0, 12);1600.0010322315954;316063.18134267617
637;(1, 0, 1, 1, 0, 1, 12);1601.9890064211945;315846.9950809832
638;(1, 0, 1, 1, 0, 2, 12);1603.9224895020802;315303.3540922048
639;(1, 0, 1, 1, 0, 3, 12);1605.9206701164044;315310.76766725583
640;(1, 0, 1, 1, 1, 0, 12);1245.3981156041104;300980.9244301276
641;(1, 0, 1, 1, 1, 1, 12);1247.3914094279594;300923.96808941616
642;(1, 0, 1, 1, 1, 2, 12);1249.3828221329184;300941.5491071387
643;(1, 0, 1, 1, 1, 3, 12);1251.0666714777558;299527.8018105913
644;(1, 0, 1, 1, 2, 0, 12);928.2209432427849;354884.99303268944
645;(1, 0, 1, 1, 2, 1, 12);927.0041846348358;321276.1349643316
646;(1, 0, 1, 1, 2, 2, 12);928.5397579595913;316057.87502210744
647;(1, 0, 1, 1, 2, 3, 12);930.4336826373661;315284.3471943095
648;(1, 0, 1, 2, 0, 0, 12);1601.9910117993413;315877.3788764383
649;(1, 0, 1, 2, 0, 1, 12);1603.9561942472442;315546.6527406862
650;(1, 0, 1, 2, 0, 2, 12);1605.9210976402587;315308.0652024418
651;(1, 0, 1, 2, 0, 3, 12);1607.9219592976824;315311.5710584085
652;(1, 0, 1, 2, 1, 0, 12);1247.3849183524324;300865.18477834965
653;(1, 0, 1, 2, 1, 1, 12);1249.1295294615584;299568.59770706703
654;(1, 0, 1, 2, 1, 2, 12);1250.9356296461963;298834.1915099778
655;(1, 0, 1, 2, 1, 3, 12);1252.9323104053005;298827.2546664017
656;(1, 0, 1, 2, 2, 0, 12);927.0943355495924;324728.1449197176
657;(1, 0, 1, 2, 2, 1, 12);928.1442944876901;312784.7696993127
658;(1, 0, 1, 2, 2, 2, 12);930.0710797724499;312290.5625465535
659;(1, 0, 1, 2, 2, 3, 12);932.0275487680085;311223.71965012123
660;(1, 0, 1, 3, 0, 0, 12);1603.9200762524074;315294.8297544157
661;(1, 0, 1, 3, 0, 1, 12);1605.919434773898;315299.4051778242
662;(1, 0, 1, 3, 0, 2, 12);1607.919746053246;315312.45967596356
663;(1, 0, 1, 3, 0, 3, 12);1609.9198848005428;315300.34017222776
664;(1, 0, 1, 3, 1, 0, 12);1249.177319332117;300031.58356554725
665;(1, 0, 1, 3, 1, 1, 12);1250.9885994256247;299117.2410461939
666;(1, 0, 1, 3, 1, 2, 12);1252.9330140323227;298829.62293865613
667;(1, 0, 1, 3, 1, 3, 12);1254.8645097054534;298359.5124120934
668;(1, 0, 1, 3, 2, 0, 12);928.531202862381;318453.0524157819
669;(1, 0, 1, 3, 2, 1, 12);930.106666512317;312716.37100617826
670;(1, 0, 1, 3, 2, 2, 12);932.0386055475208;311569.45494740474
671;(1, 0, 1, 3, 2, 3, 12);934.0274505174212;311215.3101124279
672;(1, 0, 2, 0, 0, 0, 12);1614.6533805670251;401703.8302049263
673;(1, 0, 2, 0, 0, 1, 12);1605.0435693313134;332774.365950043
674;(1, 0, 2, 0, 0, 2, 12);1605.5445914673587;322491.6907221148
675;(1, 0, 2, 0, 0, 3, 12);1606.9616021415443;318154.37937141047
676;(1, 0, 2, 0, 1, 0, 12);1246.584210805514;302852.4365863499
677;(1, 0, 2, 0, 1, 1, 12);1248.0077873197035;300876.21686366986
678;(1, 0, 2, 0, 1, 2, 12);1250.0052360148698;300902.60844033083
679;(1, 0, 2, 0, 1, 3, 12);1251.9305414046091;300486.14220040326
680;(1, 0, 2, 0, 2, 0, 12);939.5339212470824;420376.73629698897
681;(1, 0, 2, 0, 2, 1, 12);931.9745657232202;341899.04684649705
682;(1, 0, 2, 0, 2, 2, 12);931.7072065875307;320773.11096732435
683;(1, 0, 2, 0, 2, 3, 12);933.1319381485084;316491.7038654225
684;(1, 0, 2, 1, 0, 0, 12);1602.7340210239831;315849.3177912711
685;(1, 0, 2, 1, 0, 1, 12);1604.7248524951851;315637.6443617563
686;(1, 0, 2, 1, 0, 2, 12);1606.660488435447;315075.0453474232
687;(1, 0, 2, 1, 0, 3, 12);1608.6587018350008;315080.8374479149
688;(1, 0, 2, 1, 1, 0, 12);1248.0146451486307;300954.62818819133
689;(1, 0, 2, 1, 1, 1, 12);1250.0065174923102;300890.13917798083
690;(1, 0, 2, 1, 1, 2, 12);1252.001218530029;300903.1569979261
691;(1, 0, 2, 1, 1, 3, 12);1253.7706449964387;299670.4638846798
692;(1, 0, 2, 1, 2, 0, 12);932.1326082727498;354535.70239128394
693;(1, 0, 2, 1, 2, 1, 12);931.555385290457;322800.6039058286
694;(1, 0, 2, 1, 2, 2, 12);933.1733357894004;317726.74070378253
695;(1, 0, 2, 1, 2, 3, 12);935.0691171142973;316722.7377738015
696;(1, 0, 2, 2, 0, 0, 12);1604.7264195234052;315675.2145088372
697;(1, 0, 2, 2, 0, 1, 12);1606.6944972343063;315319.2630892088
698;(1, 0, 2, 2, 0, 2, 12);1608.6590920605872;315082.60803885164
699;(1, 0, 2, 2, 0, 3, 12);1610.659960563883;315082.59949115367
700;(1, 0, 2, 2, 1, 0, 12);1249.999162055447;300823.8450137449
701;(1, 0, 2, 2, 1, 1, 12);1251.8123148766836;299730.19092489645
702;(1, 0, 2, 2, 1, 2, 12);1253.6810647541672;299123.59061396663
703;(1, 0, 2, 2, 1, 3, 12);1255.678986378676;299114.50868568657
704;(1, 0, 2, 2, 2, 0, 12);931.4646557973249;323468.2621712322
705;(1, 0, 2, 2, 2, 1, 12);932.7772786322023;313015.9047452935
706;(1, 0, 2, 2, 2, 2, 12);934.7025037763037;312204.5927310379
