;params;AIC;RMSE
707;(1, 0, 2, 2, 2, 3, 12);936.6816722401825;311566.2138428922
708;(1, 0, 2, 3, 0, 0, 12);1606.6580019627118;315065.6471289588
709;(1, 0, 2, 3, 0, 1, 12);1608.6575501932266;315064.4438958028
710;(1, 0, 2, 3, 0, 2, 12);1610.6579016424755;315080.21533478133
711;(1, 0, 2, 3, 0, 3, 12);1612.6580211867108;315069.04971219646
712;(1, 0, 2, 3, 1, 0, 12);1251.8441264707099;300065.7684804116
713;(1, 0, 2, 3, 1, 1, 12);1253.7162710818407;299336.5746102042
714;(1, 0, 2, 3, 1, 2, 12);1255.6794631207358;299126.4906744198
715;(1, 0, 2, 3, 1, 3, 12);1257.6339111157542;298780.8474973502
716;(1, 0, 2, 3, 2, 0, 12);933.0369126232868;317647.67027427885
717;(1, 0, 2, 3, 2, 1, 12);934.7320578410865;312696.1105404346
718;(1, 0, 2, 3, 2, 2, 12);936.685037523924;311708.28422767395
719;(1, 0, 2, 3, 2, 3, 12);938.6816718435801;311565.2088769377
720;(1, 0, 3, 0, 0, 0, 12);1615.8126688813356;399044.1502854922
721;(1, 0, 3, 0, 0, 1, 12);1606.2271405897573;330768.8973790365
722;(1, 0, 3, 0, 0, 2, 12);1606.8619716387366;321475.80124464113
723;(1, 0, 3, 0, 0, 3, 12);1608.314657176937;317502.2566547459
724;(1, 0, 3, 0, 1, 0, 12);1248.616923339283;302458.3587087075
725;(1, 0, 3, 0, 1, 1, 12);1250.1343410322813;300665.8417859495
726;(1, 0, 3, 0, 1, 2, 12);1252.1196572335873;300731.7618609954
727;(1, 0, 3, 0, 1, 3, 12);1253.9884935319692;300100.31181681127
728;(1, 0, 3, 0, 2, 0, 12);941.4592131468236;420047.60238696326
729;(1, 0, 3, 0, 2, 1, 12);934.1470221032126;345809.4338229217
730;(1, 0, 3, 0, 2, 2, 12);934.1522475397683;324916.6589752096
731;(1, 0, 3, 0, 2, 3, 12);935.6397182083616;320236.09097597946
732;(1, 0, 3, 1, 0, 0, 12);1604.1180723182097;315493.1551587658
733;(1, 0, 3, 1, 0, 1, 12);1606.1001800327413;315181.7245871035
734;(1, 0, 3, 1, 0, 2, 12);1608.0298332704338;314589.69679268415
735;(1, 0, 3, 1, 0, 3, 12);1610.0279107158099;314595.4065702035
736;(1, 0, 3, 1, 1, 0, 12);1250.1302654573783;300729.07822141796
737;(1, 0, 3, 1, 1, 1, 12);1252.1284106829796;300697.6895179758
738;(1, 0, 3, 1, 1, 2, 12);1254.1039698716113;300715.2837967871
739;(1, 0, 3, 1, 1, 3, 12);1255.8397134335048;299324.01593130257
740;(1, 0, 3, 1, 2, 0, 12);933.5826410827965;352663.32513396913
741;(1, 0, 3, 1, 2, 1, 12);933.9336164891869;325305.33483564656
742;(1, 0, 3, 1, 2, 2, 12);935.6810267210135;320908.89707428234
743;(1, 0, 3, 1, 2, 3, 12);937.592100993761;319983.63987089397
744;(1, 0, 3, 2, 0, 0, 12);1606.1034338090167;315243.52060338086
745;(1, 0, 3, 2, 0, 1, 12);1608.0631179281233;314837.8653062366
746;(1, 0, 3, 2, 0, 2, 12);1610.028347580026;314593.37566595216
747;(1, 0, 3, 2, 0, 3, 12);1612.0293372680808;314597.1621709288
748;(1, 0, 3, 2, 1, 0, 12);1252.1260641642743;300657.385988007
749;(1, 0, 3, 2, 1, 1, 12);1253.9485451573782;299534.5739580669
750;(1, 0, 3, 2, 1, 2, 12);1255.7827879026065;298824.8574346942
751;(1, 0, 3, 2, 1, 3, 12);1257.7628986148093;298785.55920929456
752;(1, 0, 3, 2, 2, 0, 12);933.7167634200748;326565.24564322556
753;(1, 0, 3, 2, 2, 1, 12);935.3448423720795;315885.3821885037
754;(1, 0, 3, 2, 2, 2, 12);937.2487976490761;314811.0533113856
755;(1, 0, 3, 2, 2, 3, 12);939.2414296893003;314373.0552041693
756;(1, 0, 3, 3, 0, 0, 12);1608.0271935768997;314577.5728975749
757;(1, 0, 3, 3, 0, 1, 12);1610.0264678108604;314579.7679173624
758;(1, 0, 3, 3, 0, 2, 12);1612.0266029763757;314582.30587601307
759;(1, 0, 3, 3, 0, 3, 12);1614.0265960577863;314578.10677453334
760;(1, 0, 3, 3, 1, 0, 12);1253.9007210059774;299668.92774618784
761;(1, 0, 3, 3, 1, 1, 12);1255.7951150179874;299003.2451698096
762;(1, 0, 3, 3, 1, 2, 12);1257.765980123126;298798.9645338663
763;(1, 0, 3, 3, 1, 3, 12);1259.772612968124;298696.738035892
764;(1, 0, 3, 3, 2, 0, 12);935.504111596202;320618.92907609924
765;(1, 0, 3, 3, 2, 1, 12);937.2837352209053;315474.060463166
766;(1, 0, 3, 3, 2, 2, 12);939.2423073762252;314450.91042304836
767;(1, 0, 3, 3, 2, 3, 12);941.2417711376293;314379.4605789949
768;(1, 1, 0, 0, 0, 0, 12);1574.557081875134;389657.18156844296
769;(1, 1, 0, 0, 0, 1, 12);1562.0974456240558;323947.89278283925
770;(1, 1, 0, 0, 0, 2, 12);1562.321959134434;314615.56121451495
771;(1, 1, 0, 0, 0, 3, 12);1563.4940858128248;309741.9319300193
772;(1, 1, 0, 0, 1, 0, 12);1214.6787409872106;304344.39089013886
773;(1, 1, 0, 0, 1, 1, 12);1216.022016992003;301139.70327464835
774;(1, 1, 0, 0, 1, 2, 12);1217.96159298561;301037.7709103888
775;(1, 1, 0, 0, 1, 3, 12);1219.9524154345645;300948.42753027106
776;(1, 1, 0, 0, 2, 0, 12);906.3871641905708;424804.94506290276
777;(1, 1, 0, 0, 2, 1, 12);897.947917499502;334482.76713852474
778;(1, 1, 0, 0, 2, 2, 12);897.2570979393723;310926.8042520659
779;(1, 1, 0, 0, 2, 3, 12);898.692632558932;308491.7132457887
780;(1, 1, 0, 1, 0, 0, 12);1559.1699903396402;307001.28378069564
781;(1, 1, 0, 1, 0, 1, 12);1561.169479274677;306990.33070213493
782;(1, 1, 0, 1, 0, 2, 12);1563.01471352989;305895.0775535508
783;(1, 1, 0, 1, 0, 3, 12);1565.0077214217893;305862.82900963695
784;(1, 1, 0, 1, 1, 0, 12);1215.9880115395254;301039.09774439706
785;(1, 1, 0, 1, 1, 1, 12);1217.9800638347565;301046.04439705086
786;(1, 1, 0, 1, 1, 2, 12);1219.9606046504255;301029.4019072226
787;(1, 1, 0, 1, 1, 3, 12);1221.6828708065873;299754.12905021315
788;(1, 1, 0, 1, 2, 0, 12);898.2578275370923;340485.88050195604
789;(1, 1, 0, 1, 2, 1, 12);897.3861738023386;315339.4765397719
790;(1, 1, 0, 1, 2, 2, 12);898.7895971240954;310097.9296556197
791;(1, 1, 0, 1, 2, 3, 12);900.6600308739764;309265.98839824495
792;(1, 1, 0, 2, 0, 0, 12);1561.1695890552185;306992.7978794209
793;(1, 1, 0, 2, 0, 1, 12);1563.1413235075142;306795.6446000878
794;(1, 1, 0, 2, 0, 2, 12);1565.009039892252;305871.5452261553
795;(1, 1, 0, 2, 0, 3, 12);1567.011314364074;305888.0434181443
796;(1, 1, 0, 2, 1, 0, 12);1217.9757253697642;301053.68159251625
797;(1, 1, 0, 2, 1, 1, 12);1219.974234306674;301051.63471294125
798;(1, 1, 0, 2, 1, 2, 12);1221.4523990723137;298972.208473477
799;(1, 1, 0, 2, 1, 3, 12);1223.3999715992295;298419.3415871284
800;(1, 1, 0, 2, 2, 0, 12);896.7333273887847;315261.3546321529
801;(1, 1, 0, 2, 2, 1, 12);898.0650158752244;305903.22518882644
802;(1, 1, 0, 2, 2, 2, 12);899.9408437630926;305037.1846224079
803;(1, 1, 0, 2, 2, 3, 12);901.8832597393432;303778.4374912218
804;(1, 1, 0, 3, 0, 0, 12);1563.004892418242;305828.24706732127
805;(1, 1, 0, 3, 0, 1, 12);1565.0048892039358;305829.0060856204
806;(1, 1, 0, 3, 0, 2, 12);1567.0048841847943;305828.21780068637
807;(1, 1, 0, 3, 0, 3, 12);1569.0054663076198;305835.47015705594
808;(1, 1, 0, 3, 1, 0, 12);1219.9427623463002;300954.2407122329
809;(1, 1, 0, 3, 1, 1, 12);1221.612558276769;299651.9366478911
810;(1, 1, 0, 3, 1, 2, 12);1223.4393507107916;298954.2306228245
811;(1, 1, 0, 3, 1, 3, 12);1225.3436149802305;298339.2514996897
812;(1, 1, 0, 3, 2, 0, 12);898.3085698990405;309719.00671139325
813;(1, 1, 0, 3, 2, 1, 12);900.0084304455074;305807.5809778188
814;(1, 1, 0, 3, 2, 2, 12);901.8994659244307;304206.3980573715
815;(1, 1, 0, 3, 2, 3, 12);903.8823580180808;303769.8828798116
816;(1, 1, 1, 0, 0, 0, 12);1576.5332995167525;389091.9491248643
817;(1, 1, 1, 0, 0, 1, 12);1564.9442138792251;323072.5350466745
818;(1, 1, 1, 0, 0, 2, 12);1565.1000612424534;312559.37205130473
819;(1, 1, 1, 0, 0, 3, 12);1566.2867127754414;307304.6911863415
820;(1, 1, 1, 0, 1, 0, 12);1216.7925540422964;304224.9755435223
821;(1, 1, 1, 0, 1, 1, 12);1218.172110861479;300973.0311571544
822;(1, 1, 1, 0, 1, 2, 12);1220.1213621594284;300893.2681602429
823;(1, 1, 1, 0, 1, 3, 12);1222.1152097013414;300828.0043958159
824;(1, 1, 1, 0, 2, 0, 12);907.4385712762801;421406.5363577666
825;(1, 1, 1, 0, 2, 1, 12);899.7290386240899;333800.5639487312
826;(1, 1, 1, 0, 2, 2, 12);899.3333715255563;311389.3768407716
827;(1, 1, 1, 0, 2, 3, 12);900.7971372847618;307444.4578474221
828;(1, 1, 1, 1, 0, 0, 12);1561.9454432477337;304256.31677516655
829;(1, 1, 1, 1, 0, 1, 12);1563.9453790241894;304259.0959343349
830;(1, 1, 1, 1, 0, 2, 12);1565.864993590284;303707.99421314464
831;(1, 1, 1, 1, 0, 3, 12);1567.8614982425597;303701.03415513795
832;(1, 1, 1, 1, 1, 0, 12);1218.142218846653;300886.708437273
833;(1, 1, 1, 1, 1, 1, 12);1220.1367982903505;300898.81448004616
834;(1, 1, 1, 1, 1, 2, 12);1222.1207673054573;300886.117675627
835;(1, 1, 1, 1, 1, 3, 12);1223.91862608402;299828.6517794513
836;(1, 1, 1, 1, 2, 0, 12);900.2915979211735;339777.2217530158
837;(1, 1, 1, 1, 2, 1, 12);899.5550602143553;315094.8813409231
838;(1, 1, 1, 1, 2, 2, 12);900.8831576528487;308846.2922517953
839;(1, 1, 1, 1, 2, 3, 12);902.753707877335;307887.0360883091
840;(1, 1, 1, 2, 0, 0, 12);1563.9453865199162;304258.44772684685
841;(1, 1, 1, 2, 0, 1, 12);1565.9282031564119;304171.3744480527
842;(1, 1, 1, 2, 0, 2, 12);1567.8620671438043;303699.5497803801
843;(1, 1, 1, 2, 0, 3, 12);1569.8630022980847;303708.4282818943
844;(1, 1, 1, 2, 1, 0, 12);1220.13380110457;300907.95514554915
845;(1, 1, 1, 2, 1, 1, 12);1222.1323641937895;300906.99115141813
846;(1, 1, 1, 2, 1, 2, 12);1222.963387834486;296248.4681677255
847;(1, 1, 1, 2, 1, 3, 12);1224.8051279977026;295069.12982508633
848;(1, 1, 1, 2, 2, 0, 12);898.6721293851064;311605.81577005336
849;(1, 1, 1, 2, 2, 1, 12);900.1565405100015;304400.4214158653
850;(1, 1, 1, 2, 2, 2, 12);902.0234368895306;303310.0116108684
851;(1, 1, 1, 2, 2, 3, 12);903.9785548541097;302355.7161739532
852;(1, 1, 1, 3, 0, 0, 12);1565.860931752532;303685.9923357215
853;(1, 1, 1, 3, 0, 1, 12);1567.861270642211;303702.7471929576
854;(1, 1, 1, 3, 0, 2, 12);1569.8610786558522;303696.49852277717
855;(1, 1, 1, 3, 0, 3, 12);1571.8608863074955;303688.19001368346
856;(1, 1, 1, 3, 1, 0, 12);1222.1002254644593;300784.6497359034
857;(1, 1, 1, 3, 1, 1, 12);1223.8272289571987;299533.6023273805
858;(1, 1, 1, 3, 1, 2, 12);1224.963302119562;296247.01244788076
859;(1, 1, 1, 3, 1, 3, 12);1227.6066906196775;298360.09616416576
860;(1, 1, 1, 3, 2, 0, 12);900.3508518024371;307439.1313515691
861;(1, 1, 1, 3, 2, 1, 12);902.0935031861842;304160.6368154386
862;(1, 1, 1, 3, 2, 2, 12);903.9905334887796;302666.17306655063
863;(1, 1, 1, 3, 2, 3, 12);905.9774800811241;302342.5469820836
864;(1, 1, 2, 0, 0, 0, 12);1575.2849601844769;372057.60067693976
865;(1, 1, 2, 0, 0, 1, 12);1566.8130039003086;316920.7874173573
866;(1, 1, 2, 0, 0, 2, 12);1567.355229772026;307743.496034898
867;(1, 1, 2, 0, 0, 3, 12);1568.8440601344475;304312.780386869
868;(1, 1, 2, 0, 1, 0, 12);1218.5422366410107;301416.02333114715
869;(1, 1, 2, 0, 1, 1, 12);1219.954332768231;297615.82012499333
870;(1, 1, 2, 0, 1, 2, 12);1221.924083462984;297781.8938105612
871;(1, 1, 2, 0, 1, 3, 12);1223.8875555658199;297449.9389956895
872;(1, 1, 2, 0, 2, 0, 12);909.7562222690361;422179.6648180357
873;(1, 1, 2, 0, 2, 1, 12);903.3244478175934;337984.63527221384
874;(1, 1, 2, 0, 2, 2, 12);903.223043049533;314958.02889064956
875;(1, 1, 2, 0, 2, 3, 12);904.7773193657143;311731.4897386134
876;(1, 1, 2, 1, 0, 0, 12);1564.6627099211153;302555.1160404405
877;(1, 1, 2, 1, 0, 1, 12);1566.6623395432712;302584.2070693556
878;(1, 1, 2, 1, 0, 2, 12);1568.5942279882377;302046.6413716806
879;(1, 1, 2, 1, 0, 3, 12);1570.5915662420641;302040.0493419259
880;(1, 1, 2, 1, 1, 0, 12);1219.928461477904;297626.203847906
881;(1, 1, 2, 1, 1, 1, 12);1221.923946580562;297696.6842456205
882;(1, 1, 2, 1, 1, 2, 12);1223.919463263186;297758.3647772161
883;(1, 1, 2, 1, 1, 3, 12);1225.7449548513264;296656.15151978633
884;(1, 1, 2, 1, 2, 0, 12);903.1149892209054;342563.9845827658
885;(1, 1, 2, 1, 2, 1, 12);903.2660035008045;318898.6881824788
886;(1, 1, 2, 1, 2, 2, 12);904.8427131479601;313281.365481978
887;(1, 1, 2, 1, 2, 3, 12);906.7427256889165;312239.2417787407
888;(1, 1, 2, 2, 0, 0, 12);1567.3272229654099;304626.11083995324
889;(1, 1, 2, 2, 0, 1, 12);1568.6449309030845;302497.3978404456
890;(1, 1, 2, 2, 0, 2, 12);1570.5920605310691;302047.0514774978
891;(1, 1, 2, 2, 0, 3, 12);1572.591942592359;302044.5947781711
892;(1, 1, 2, 2, 1, 0, 12);1221.9228283069012;297721.8498343766
893;(1, 1, 2, 2, 1, 1, 12);1223.9227464066478;297724.7912426858
894;(1, 1, 2, 2, 1, 2, 12);1225.7232737447353;296801.6582846077
895;(1, 1, 2, 2, 1, 3, 12);1227.631638139642;295929.73593992164
896;(1, 1, 2, 2, 2, 0, 12);902.5213099927781;313276.92347943183
897;(1, 1, 2, 2, 2, 1, 12);903.94536932378;303535.8916612906
898;(1, 1, 2, 2, 2, 2, 12);906.0515419692802;305681.9494303322
899;(1, 1, 2, 2, 2, 3, 12);908.0245750760384;304939.47731344745
900;(1, 1, 2, 3, 0, 0, 12);1568.5915140061404;302018.63867524284
901;(1, 1, 2, 3, 0, 1, 12);1570.591533488834;302041.46557604364
902;(1, 1, 2, 3, 0, 2, 12);1572.5922626974245;302051.79531962937
903;(1, 1, 2, 3, 0, 3, 12);1574.5912971434261;302037.8545256385
904;(1, 1, 2, 3, 1, 0, 12);1223.921197375047;297726.84504660004
905;(1, 1, 2, 3, 1, 1, 12);1225.8062482365833;297160.3577955605
906;(1, 1, 2, 3, 1, 2, 12);1227.7231880821253;296807.1939531452
907;(1, 1, 2, 3, 1, 3, 12);1229.5920358800252;295854.1670428932
908;(1, 1, 2, 3, 2, 0, 12);904.2848864767624;309232.288744507
909;(1, 1, 2, 3, 2, 1, 12);905.8602807939668;302847.5102651464
910;(1, 1, 2, 3, 2, 2, 12);907.7701351996305;301219.00343184924
911;(1, 1, 2, 3, 2, 3, 12);909.7811976154194;301437.3555515294
912;(1, 1, 3, 0, 0, 0, 12);1577.4170827887876;371140.78080398164
913;(1, 1, 3, 0, 0, 1, 12);1569.5630611285083;316767.6883219715
914;(1, 1, 3, 0, 0, 2, 12);1570.2200613375198;307910.42094603804
915;(1, 1, 3, 0, 0, 3, 12);1571.762196780374;304645.3701504809
916;(1, 1, 3, 0, 1, 0, 12);1218.6584144234662;295650.4072656917
917;(1, 1, 3, 0, 1, 1, 12);1220.3834910944856;293846.7381924453
918;(1, 1, 3, 0, 1, 2, 12);1222.169070477231;293349.14438362187
919;(1, 1, 3, 0, 1, 3, 12);1224.1661382365016;293320.60864594823
920;(1, 1, 3, 0, 2, 0, 12);909.7885721328802;414811.9523003832
921;(1, 1, 3, 0, 2, 1, 12);903.8179185321214;332755.91345235106
922;(1, 1, 3, 0, 2, 2, 12);904.0580312748676;315033.9379443079
923;(1, 1, 3, 0, 2, 3, 12);905.8149990473171;313360.942030898
924;(1, 1, 3, 1, 0, 0, 12);1567.6018941578864;302985.35934806714
925;(1, 1, 3, 1, 0, 1, 12);1569.6018922082023;302985.2074366189
926;(1, 1, 3, 1, 0, 2, 12);1571.5451411518645;302533.5788067735
927;(1, 1, 3, 1, 0, 3, 12);1573.5432976574778;302522.5108462547
928;(1, 1, 3, 1, 1, 0, 12);1220.3424329743505;293672.2477223542
929;(1, 1, 3, 1, 1, 1, 12);1222.2804563546078;293571.9719140209
930;(1, 1, 3, 1, 1, 2, 12);1224.1682802268438;293341.11193364754
931;(1, 1, 3, 1, 1, 3, 12);1226.0698279662568;292721.12974827643
932;(1, 1, 3, 1, 2, 0, 12);903.6795512703578;337655.22038558987
933;(1, 1, 3, 1, 2, 1, 12);904.175522152228;318945.9683633452
934;(1, 1, 3, 1, 2, 2, 12);905.8753559676775;314342.0884791952
935;(1, 1, 3, 1, 2, 3, 12);907.8148997504478;313382.10182070907
936;(1, 1, 3, 2, 0, 0, 12);1569.6025432415981;302941.98662556405
937;(1, 1, 3, 2, 0, 1, 12);1571.5900349886217;302939.37630383647
938;(1, 1, 3, 2, 0, 2, 12);1573.5435050818373;302523.80133038457
939;(1, 1, 3, 2, 0, 3, 12);1575.5439556591507;302532.02543779754
940;(1, 1, 3, 2, 1, 0, 12);1222.2150615566977;293500.7126624813
941;(1, 1, 3, 2, 1, 1, 12);1224.2120121283042;293492.82130640384
942;(1, 1, 3, 2, 1, 2, 12);1225.986581193858;292323.40780134615
943;(1, 1, 3, 2, 1, 3, 12);1228.002998517346;292459.2596378321
944;(1, 1, 3, 2, 2, 0, 12);903.8243689136626;312260.5321497134
945;(1, 1, 3, 2, 2, 1, 12);905.4522400717177;305598.5158245662
946;(1, 1, 3, 2, 2, 2, 12);907.3546966970501;303524.4885131431
947;(1, 1, 3, 2, 2, 3, 12);909.3309418947314;302815.11246821325
948;(1, 1, 3, 3, 0, 0, 12);1571.543072626735;302517.0930532824
949;(1, 1, 3, 3, 0, 1, 12);1573.5433629426516;302524.51329089195
950;(1, 1, 3, 3, 0, 2, 12);1575.5436031321171;302530.8288825064
951;(1, 1, 3, 3, 0, 3, 12);1577.5431422441661;302523.3563522281
952;(1, 1, 3, 3, 1, 0, 12);1224.200021443789;293436.05886017275
953;(1, 1, 3, 3, 1, 1, 12);1226.0603601890357;292637.99428429495
954;(1, 1, 3, 3, 1, 2, 12);1227.9575345603187;292073.53382554685
955;(1, 1, 3, 3, 1, 3, 12);1229.9323876938422;291905.51575051155
956;(1, 1, 3, 3, 2, 0, 12);905.573002147638;308164.5817077366
957;(1, 1, 3, 3, 2, 1, 12);907.4025036363868;304698.8905917246
958;(1, 1, 3, 3, 2, 2, 12);909.336591920729;303013.5996093788
959;(1, 1, 3, 3, 2, 3, 12);911.3300536340956;302791.9305030388
960;(1, 2, 0, 0, 0, 0, 12);1576.9974365826556;511523.90477679606
961;(1, 2, 0, 0, 0, 1, 12);1562.9345375980643;412413.69346571853
962;(1, 2, 0, 0, 0, 2, 12);1562.6831693117954;397052.19648146734
963;(1, 2, 0, 0, 0, 3, 12);1563.6843460021835;389407.7671230428
964;(1, 2, 0, 0, 1, 0, 12);1207.0599057844877;382989.9120905219
965;(1, 2, 0, 0, 1, 1, 12);1208.522983830749;380775.081681376
966;(1, 2, 0, 0, 1, 2, 12);1209.7863301805685;377559.58651586255
967;(1, 2, 0, 0, 1, 3, 12);1211.7837942646222;377577.99430038524
968;(1, 2, 0, 0, 2, 0, 12);890.9805856025888;529599.2045095345
969;(1, 2, 0, 0, 2, 1, 12);883.0843280786846;423394.6192219893
970;(1, 2, 0, 0, 2, 2, 12);882.3621802001536;394195.67532717204
971;(1, 2, 0, 0, 2, 3, 12);883.7184966660977;390292.47604562686
972;(1, 2, 0, 1, 0, 0, 12);1559.2985499738838;385491.16136350593
973;(1, 2, 0, 1, 0, 1, 12);1561.2904641760601;385328.3092051468
974;(1, 2, 0, 1, 0, 2, 12);1563.2451167262338;384865.7770845951
975;(1, 2, 0, 1, 0, 3, 12);1565.2345689372373;384780.5878331558
976;(1, 2, 0, 1, 1, 0, 12);1208.3935777702454;380326.3473237916
977;(1, 2, 0, 1, 1, 1, 12);1210.1554029500417;379390.6075319893
978;(1, 2, 0, 1, 1, 2, 12);1211.7851639500118;377568.5022251163
979;(1, 2, 0, 1, 1, 3, 12);1213.7212920157208;377280.823919634
980;(1, 2, 0, 1, 2, 0, 12);882.4177853075175;425549.48284699593
981;(1, 2, 0, 1, 2, 1, 12);882.1127496964314;397845.9601688185
982;(1, 2, 0, 1, 2, 2, 12);883.6907551094217;392487.50576022133
983;(1, 2, 0, 1, 2, 3, 12);885.6199056066812;391813.4658048068
984;(1, 2, 0, 2, 0, 0, 12);1561.2913742088183;385350.3888004372
985;(1, 2, 0, 2, 0, 1, 12);1563.258672999657;384967.84419294965
986;(1, 2, 0, 2, 0, 2, 12);1565.2366613570082;384798.31939657824
987;(1, 2, 0, 2, 0, 3, 12);1567.2372166018874;384797.90306335595
988;(1, 2, 0, 2, 1, 0, 12);1209.920456159593;378228.0022840849
989;(1, 2, 0, 2, 1, 1, 12);1211.8948929265923;378103.15210391616
990;(1, 2, 0, 2, 1, 2, 12);1213.6492315907935;376916.9747969499
991;(1, 2, 0, 2, 1, 3, 12);1215.6363862008043;376799.7916053137
992;(1, 2, 0, 2, 2, 0, 12);882.2596570003158;405425.5165113545
993;(1, 2, 0, 2, 2, 1, 12);883.4423042932233;392076.8425482536
994;(1, 2, 0, 2, 2, 2, 12);885.4272363268874;392617.8953404766
995;(1, 2, 0, 2, 2, 3, 12);887.3734305895895;391400.36047587806
996;(1, 2, 0, 3, 0, 0, 12);1563.2440582447182;384870.3354193425
997;(1, 2, 0, 3, 0, 1, 12);1565.235732090582;384792.98799082276
998;(1, 2, 0, 3, 0, 2, 12);1567.2348578749522;384825.8672403104
999;(1, 2, 0, 3, 0, 3, 12);1569.2343479010578;384774.05192627147
1000;(1, 2, 0, 3, 1, 0, 12);1211.844152103238;377830.3093293427
1001;(1, 2, 0, 3, 1, 1, 12);1213.7055680235028;377197.47071767534
1002;(1, 2, 0, 3, 1, 2, 12);1215.6404062118556;376837.5816031424
1003;(1, 2, 0, 3, 1, 3, 12);1217.6361316472214;376789.43931897206
1004;(1, 2, 0, 3, 2, 0, 12);883.6809396868339;395960.53671043605
1005;(1, 2, 0, 3, 2, 1, 12);885.4356497140492;392375.3522060958
1006;(1, 2, 0, 3, 2, 2, 12);887.4421184451188;392012.61093330523
1007;(1, 2, 0, 3, 2, 3, 12);889.3732427129053;391383.6659533852
1008;(1, 2, 1, 0, 0, 0, 12);1555.0022401515046;397519.3059696734
1009;(1, 2, 1, 0, 0, 1, 12);1548.2029149130906;337924.78118961357
1010;(1, 2, 1, 0, 0, 2, 12);1549.1294253303952;330620.8429152732
1011;(1, 2, 1, 0, 0, 3, 12);1550.5161766961944;324977.0361359513
1012;(1, 2, 1, 0, 1, 0, 12);1191.1753890057435;315560.625022578
1013;(1, 2, 1, 0, 1, 1, 12);1192.572003091642;311949.5356511694
1014;(1, 2, 1, 0, 1, 2, 12);1194.3913780931236;310930.5149798975
1015;(1, 2, 1, 0, 1, 3, 12);1196.3823526324159;310875.38794058975
1016;(1, 2, 1, 0, 2, 0, 12);882.5238200014367;437663.92435080203
1017;(1, 2, 1, 0, 2, 1, 12);877.4373219605901;351643.184156382
1018;(1, 2, 1, 0, 2, 2, 12);877.3722243279325;327592.14299499406
1019;(1, 2, 1, 0, 2, 3, 12);878.966204407186;325097.5657113963
1020;(1, 2, 1, 1, 0, 0, 12);1620.9684055847324;328231.362075433
1021;(1, 2, 1, 1, 0, 1, 12);1548.4426921623806;323749.34434908023
1022;(1, 2, 1, 1, 0, 2, 12);1550.4304566650012;323608.5459165666
1023;(1, 2, 1, 1, 0, 3, 12);1552.3830385627773;323087.0104491097
1024;(1, 2, 1, 1, 1, 0, 12);1192.5029508200855;311559.0092851135
1025;(1, 2, 1, 1, 1, 1, 12);1194.4750583052096;311432.6661712725
1026;(1, 2, 1, 1, 1, 2, 12);1196.3884393064718;310913.114260291
1027;(1, 2, 1, 1, 1, 3, 12);1198.2865720123673;310332.2557299576
1028;(1, 2, 1, 1, 2, 0, 12);876.954083918556;351312.09855678125
1029;(1, 2, 1, 1, 2, 1, 12);877.2552681347183;329994.5335743637
1030;(1, 2, 1, 1, 2, 2, 12);878.9782299332759;326226.6203885967
1031;(1, 2, 1, 1, 2, 3, 12);880.9349923504783;325806.77790294145
1032;(1, 2, 1, 2, 0, 0, 12);1548.4432919198794;323763.10284909524
1033;(1, 2, 1, 2, 0, 1, 12);1550.4125731564332;323392.839993619
1034;(1, 2, 1, 2, 0, 2, 12);1552.4054013612688;323346.8832126762
1035;(1, 2, 1, 2, 0, 3, 12);1554.3819738666377;323071.56551927276
1036;(1, 2, 1, 2, 1, 0, 12);1194.4513616629833;311312.51776874036
1037;(1, 2, 1, 2, 1, 1, 12);1196.4310791150574;311193.3265210331
1038;(1, 2, 1, 2, 1, 2, 12);1198.2409289770205;310077.9655564152
1039;(1, 2, 1, 2, 1, 3, 12);1200.2209898916528;309923.8157424892
1040;(1, 2, 1, 2, 2, 0, 12);877.2770115713621;333939.9640883306
1041;(1, 2, 1, 2, 2, 1, 12);878.827478672813;325725.30635159014
1042;(1, 2, 1, 2, 2, 2, 12);880.8206657512372;325989.0256293939
1043;(1, 2, 1, 2, 2, 3, 12);882.7972340321253;325403.109169925
1044;(1, 2, 1, 3, 0, 0, 12);1550.4315459224727;323644.7770785397
1045;(1, 2, 1, 3, 0, 1, 12);1552.4041891328818;323335.8200291549
1046;(1, 2, 1, 3, 0, 2, 12);1554.3965757467183;323255.5636734328
1047;(1, 2, 1, 3, 0, 3, 12);1556.3829988812608;323084.1824181167
1048;(1, 2, 1, 3, 1, 0, 12);1196.3444879515291;310620.91573594767
1049;(1, 2, 1, 3, 1, 1, 12);1198.2535681377328;310113.5710955328
1050;(1, 2, 1, 3, 1, 2, 12);1200.223590691512;309944.40845645044
1051;(1, 2, 1, 3, 1, 3, 12);1202.2401766667708;310068.19363649684
1052;(1, 2, 1, 3, 2, 0, 12);878.9482134708151;327942.57059025567
1053;(1, 2, 1, 3, 2, 1, 12);880.8241838278619;325876.40991676523
1054;(1, 2, 1, 3, 2, 2, 12);882.827469875192;325732.69618423603
1055;(1, 2, 1, 3, 2, 3, 12);884.7972103338565;325396.6861649964
1056;(1, 2, 2, 0, 0, 0, 12);1550.6759851677045;387175.05089870753
1057;(1, 2, 2, 0, 0, 1, 12);1541.9932295644403;332324.2795635141
1058;(1, 2, 2, 0, 0, 2, 12);1542.3379770445788;323801.3031240173
1059;(1, 2, 2, 0, 0, 3, 12);1543.1417592130276;316073.38372265093
